Geographic Area,City,percent_completed_hs
FL,Williston Highlands CDP,89.7
FL,Willow Oak CDP,81.2
FL,Wilton Manors city,92.1
FL,Wimauma CDP,48.7
FL,Windermere town,99.6
FL,Windsor CDP,100
FL,Winter Beach CDP,88.4
FL,Winter Garden city,89.4
FL,Winter Haven city,84.7
FL,Winter Park city,94.8
FL,Winter Springs city,94.8
FL,Wiscon CDP,67.8
FL,Woodlawn Beach CDP,96.2
FL,Woodville CDP,86.4
FL,World Golf Village CDP,97.8
FL,Worthington Springs town,72.6
FL,Wright CDP,86.5
FL,Yalaha CDP,94.8
FL,Yankeetown town,89.6
FL,Yeehaw Junction CDP,79.9
FL,Yulee CDP,87.6
FL,Zellwood CDP,84
FL,Zephyrhills city,83.6
FL,Zephyrhills North CDP,90.6
FL,Zephyrhills South CDP,84.1
FL,Zephyrhills West CDP,82.4
FL,Zolfo Springs town,51.5
GA,Abbeville city,69.4
GA,Acworth city,90.7
GA,Adairsville city,80.9
GA,Adel city,75.9
GA,Adrian city,74.3
GA,Ailey city,96.1
GA,Alamo town,70.2
GA,Alapaha town,84.2
GA,Albany city,79.9
GA,Aldora town,71
GA,Allenhurst city,87.9
GA,Allentown city,83.4
GA,Alma city,77.1
GA,Alpharetta city,96.7
GA,Alston town,83.8
GA,Alto town,54.1
GA,Ambrose city,69.1
GA,Americus city,77.4
GA,Andersonville city,67.3
GA,Appling CDP,83.5
GA,Arabi town,73.8
GA,Aragon city,65.5
GA,Arcade city,71.6
GA,Argyle town,66.3
GA,Arlington city,71.2
GA,Arnoldsville city,87
GA,Ashburn city,66.3
GA,Athens-Clarke County unified government,86.3
GA,Athens-Clarke County unified government (balance),86.2
GA,Atlanta city,89
GA,Attapulgus city,62.9
GA,Auburn city,83.3
GA,Augusta-Richmond County consolidated government,83.3
GA,Augusta-Richmond County consolidated government (balance),83.1
GA,Austell city,84.2
GA,Avalon town,73.2
GA,Avera city,87.6
GA,Avondale Estates city,99
GA,Baconton city,72.9
GA,Bainbridge city,80.3
GA,Baldwin city,67.4
GA,Ball Ground city,89.2
GA,Barnesville city,84
GA,Bartow town,71.8
GA,Barwick city,76.3
GA,Baxley city,77.9
GA,Bellville city,98.1
GA,Belvedere Park CDP,80.5
GA,Berkeley Lake city,95.9
GA,Berlin city,73.5
GA,Bethlehem town,78.1
GA,Between town,93.8
GA,Bishop town,93
GA,Blackshear city,78.3
GA,Blairsville city,68.1
GA,Blakely city,78.2
GA,Bloomingdale city,87.2
GA,Blue Ridge city,71.5
GA,Bluffton town,59
GA,Blythe city,89.3
GA,Bogart town,84.4
GA,Bonanza CDP,82
GA,Boston city,74
GA,Bostwick city,87.1
GA,Bowdon city,67.4
GA,Bowersville town,89.2
GA,Bowman city,68.5
GA,Boykin CDP,87
GA,Braselton town,91
GA,Braswell town,83.8
GA,Bremen city,84.9
GA,Brinson town,71.3
GA,Bronwood town,52.6
GA,Brookhaven city,87.7
GA,Brooklet city,93.2
GA,Brooks town,97.2
GA,Broxton city,70.9
GA,Brunswick city,78.8
GA,Buchanan city,68.9
GA,Buckhead town,84.8
GA,Buena Vista city,74
GA,Buford city,73.8
GA,Butler city,69.4
GA,Byromville town,69.9
GA,Byron city,94.6
GA,Cadwell town,76.7
GA,Cairo city,69.8
GA,Calhoun city,68.8
GA,Calvary CDP,100
GA,Camak town,86.3
GA,Camilla city,72.5
GA,Candler-McAfee CDP,80.2
GA,Canon city,49.5
GA,Canoochee CDP,93.1
GA,Canton city,77.1
GA,Carl town,89
GA,Carlton city,75.2
GA,Carnesville city,81.9
GA,Carrollton city,78.3
GA,Cartersville city,81.2
GA,Cave Spring city,81.4
GA,Cecil city,64.8
GA,Cedar Springs CDP,100
GA,Cedartown city,62.5
GA,Centerville city,86.4
GA,Centralhatchee town,81.7
GA,Chamblee city,73.1
GA,Chatsworth city,77.9
GA,Chattahoochee Hills city,93
GA,Chattanooga Valley CDP,78.3
GA,Chauncey city,78.2
GA,Cherry Log CDP,100
GA,Chester town,69.7
GA,Chickamauga city,87.3
GA,Clarkesville city,88.2
GA,Clarkston city,70.1
GA,Claxton city,77.3
GA,Clayton city,79.1
GA,Clermont town,83.9
GA,Cleveland city,91.1
GA,Climax city,74.3
GA,Cobbtown city,79.6
GA,Cochran city,75.1
GA,Cohutta city,87.3
GA,Colbert city,84.6
GA,Coleman CDP,60
GA,College Park city,78.6
GA,Collins city,62.8
GA,Colquitt city,76.9
GA,Columbus city,86.4
GA,Comer city,79
GA,Commerce city,76.1
GA,Concord city,90.3
GA,Conley CDP,71.3
GA,Conyers city,82.4
GA,Coolidge city,73.3
GA,Cordele city,75
GA,Cornelia city,70
GA,Country Club Estates CDP,82.9
GA,Covington city,77.8
GA,Crawford city,59.8
GA,Crawfordville city,60.9
GA,Crooked Creek CDP,92.4
GA,Culloden city,61.4
GA,Cumming city,81.1
GA,Cusseta-Chattahoochee County unified government,91.8
GA,Cuthbert city,67.5
GA,Dacula city,71.3
GA,Dahlonega city,86.8
GA,Daisy city,83
GA,Dallas city,86.8
GA,Dalton city,61.9
GA,Damascus city,79.1
GA,Danielsville city,78.1
GA,Danville town,69.6
GA,Darien city,84.9
GA,Dasher town,86
GA,Davisboro city,72.4
GA,Dawson city,63.7
GA,Dawsonville city,86.1
GA,Dearing town,76
GA,Decatur city,95.4
GA,Deenwood CDP,91.1
GA,Deepstep town,91.6
GA,Demorest city,88.7
GA,Denton city,76.6
GA,De Soto city,69.2
GA,Dewy Rose CDP,24.7
GA,Dexter town,83.3
GA,Dillard city,81.9
GA,Dock Junction CDP,81
GA,Doerun city,77.1
GA,Donalsonville city,83.3
GA,Dooling town,61.7
GA,Doraville city,62.2
GA,Douglas city,78
GA,Douglasville city,88.7
GA,Druid Hills CDP,98.1
GA,Dublin city,83.7
GA,Dudley city,85.8
GA,Duluth city,91.5
GA,Dunwoody city,93.5
GA,Du Pont town,66.2
GA,Dutch Island CDP,97.6
GA,Eagle Grove CDP,-
GA,East Dublin city,79.4
GA,East Ellijay city,65.2
GA,East Griffin CDP,65.8
GA,Eastman city,83.8
GA,East Newnan CDP,60.9
GA,East Point city,84.7
GA,Eatonton city,76.3
GA,Edge Hill city,100
GA,Edison city,74.5
GA,Elberton city,74.4
GA,Ellaville city,72.6
GA,Ellenton town,40.8
GA,Ellijay city,70.9
GA,Emerson city,77.9
GA,Empire CDP,77.3
GA,Enigma town,73
GA,Ephesus city,77.2
GA,Epworth CDP,78.7
GA,Eton city,74.5
GA,Euharlee city,82.6
GA,Evans CDP,95.4
GA,Experiment CDP,60.4
GA,Fairburn city,79.3
GA,Fairmount city,71.9
GA,Fair Oaks CDP,60.7
GA,Fairview CDP,81.9
GA,Fargo city,67.3
GA,Fayetteville city,92.2
GA,Fitzgerald city,80.6
GA,Flemington city,96.3
GA,Flovilla city,67.4
GA,Flowery Branch city,93.7
GA,Folkston city,65
GA,Forest Park city,65.5
GA,Forsyth city,71.6
GA,Fort Gaines city,73.5
GA,Fort Oglethorpe city,84.3
GA,Fort Stewart CDP,97.6
GA,Fort Valley city,74.1
GA,Franklin city,64.5
GA,Franklin Springs city,91.3
GA,Funston city,69.8
GA,Gainesville city,71.2
GA,Garden City city,80.5
GA,Garfield city,68.9
GA,Gay town,71.9
GA,Geneva town,84.4
GA,Georgetown CDP,88.3
GA,Georgetown-Quitman County unified government,73.1
GA,Gibson city,74.1
GA,Gillsville city,84
GA,Girard town,50.5
GA,Glennville city,75
GA,Glenwood city,82.8
GA,Good Hope city,79.4
GA,Gordon city,79.6
GA,Graham city,69.9
GA,Grantville city,85.4
GA,Gray city,90.3
GA,Grayson city,95.3
GA,Greensboro city,65.9
GA,Greenville city,77.2
GA,Gresham Park CDP,82.7
GA,Griffin city,76.8
GA,Grovetown city,85.4
GA,Gumbranch city,88
GA,Gumlog CDP,77.4
GA,Guyton city,85.4
GA,Hagan city,76.2
GA,Hahira city,88.1
GA,Hamilton city,89.2
GA,Hampton city,80.9
GA,Hannahs Mill CDP,76.1
GA,Hapeville city,80.7
GA,Haralson town,79.8
GA,Hardwick CDP,67.8
GA,Harlem city,86.1
GA,Harrison town,63.8
GA,Hartwell city,78.5
GA,Hawkinsville city,83.9
GA,Hazlehurst city,78.2
GA,Helen city,95.7
GA,Henderson CDP,99.5
GA,Hephzibah city,87.4
GA,Heron Bay CDP,98.9
GA,Hiawassee city,87.3
GA,Higgston town,67.7
GA,Hilltop CDP,71.1
GA,Hiltonia town,61.4
GA,Hinesville city,90.8
GA,Hiram city,90.1
GA,Hoboken city,77.6
GA,Hogansville city,76.5
GA,Holly Springs city,95.8
GA,Homeland city,81.9
GA,Homer town,86.2
GA,Homerville city,70.6
GA,Hoschton city,82.7
GA,Howard CDP,-
GA,Hull city,70.1
GA,Ideal city,71
GA,Ila city,66.3
GA,Indian Springs CDP,91.9
GA,Iron City town,87.6
GA,Irondale CDP,88.4
GA,Irwinton city,73.1
GA,Isle of Hope CDP,95.2
GA,Ivey city,86.1
GA,Jackson city,72.8
GA,Jacksonville city,82
GA,Jakin city,72.6
GA,Jasper city,84.5
GA,Jefferson city,88
GA,Jeffersonville city,63.4
GA,Jenkinsburg city,79.8
GA,Jersey city,75.8
GA,Jesup city,84
GA,Johns Creek city,95.4
GA,Jonesboro city,74.9
GA,Junction City town,81.1
GA,Kennesaw city,92.7
GA,Keysville city,75.4
GA,Kings Bay Base CDP,89.5
GA,Kingsland city,92.3
GA,Kingston city,77.1
GA,Kite city,63.8
GA,Knoxville CDP,71.4
GA,LaFayette city,78.8
GA,LaGrange city,80.4
GA,Lake City city,72.6
GA,Lakeland city,72
GA,Lake Park city,81.4
GA,Lakeview CDP,75.4
GA,Lakeview Estates CDP,36.9
GA,Lavonia city,80.7
GA,Lawrenceville city,81.3
GA,Leary city,79
GA,Leesburg city,84.3
GA,Lenox town,75.2
GA,Leslie city,74.3
GA,Lexington city,91.2
GA,Lilburn city,77.2
GA,Lilly city,71
GA,Lincoln Park CDP,55.1
GA,Lincolnton city,83.3
GA,Lindale CDP,80.4
GA,Lithia Springs CDP,83.2
GA,Lithonia city,83.9
GA,Locust Grove city,80.3
GA,Loganville city,87.4
GA,Lone Oak town,73.6
GA,Lookout Mountain city,99.7
GA,Louisville city,73.5
GA,Lovejoy city,86
GA,Ludowici city,82.3
GA,Lula city,82.6
GA,Lumber City city,80.1
GA,Lumpkin city,75.2
GA,Luthersville city,71.2
GA,Lyerly town,78.6
GA,Lyons city,79.4
GA,Mableton CDP,84.1
GA,McCaysville city,76
GA,McDonough city,88.6
GA,McIntyre town,73
GA,Macon-Bibb County,83.2
GA,McRae-Helena city,66.5
GA,Madison city,76.2
GA,Manassas city,94.4
GA,Manchester city,78
GA,Mansfield city,74.4
GA,Marietta city,86.3
GA,Marshallville city,81.2
GA,Martin town,88.3
GA,Martinez CDP,92.8
GA,Matthews CDP,37.6
GA,Maxeys town,81.8
GA,Maysville town,79.8
GA,Meansville city,90.2
GA,Meigs city,64.1
GA,Mendes CDP,100
GA,Menlo city,82.5
GA,Metter city,66.2
GA,Midville city,66.3
GA,Midway city,90.9
GA,Milan city,67.1
GA,Milledgeville city,80.3
GA,Millen city,72.5
GA,Milner city,70.7
GA,Milton city,97.6
GA,Mineral Bluff CDP,100
GA,Mitchell town,84.1
GA,Molena city,83
GA,Monroe city,77.8
GA,Montezuma city,73.3
GA,Montgomery CDP,79.6
GA,Monticello city,82.4
GA,Montrose town,89.4
GA,Moody AFB CDP,100
GA,Moreland town,90.2
GA,Morgan city,64.4
GA,Morganton city,87.2
GA,Morrow city,73.8
GA,Morven city,66.8
GA,Moultrie city,72.3
GA,Mountain City town,75.2
GA,Mountain Park city,97.9
GA,Mountain Park CDP,90.8
GA,Mount Airy town,72.5
GA,Mount Vernon city,83
GA,Mount Zion city,79
GA,Nahunta city,75.3
GA,Nashville city,77.8
GA,Nelson city,79.9
GA,Newborn town,72.7
GA,Newington town,86.1
GA,Newnan city,87.5
GA,Newton city,73.3
GA,Nicholls city,70.2
GA,Nicholson city,66.9
GA,Norcross city,68.5
GA,Norman Park city,79.2
GA,Norristown CDP,68.6
GA,North Decatur CDP,93
GA,North Druid Hills CDP,96.8
GA,North High Shoals town,86.3
GA,Norwood city,46.6
GA,Nunez city,67.2
GA,Oak Park town,60.4
GA,Oakwood city,82.7
GA,Ochlocknee town,62
GA,Ocilla city,81.7
GA,Oconee city,81.6
GA,Odum city,70.8
GA,Offerman city,64.6
GA,Oglethorpe city,60.8
GA,Oliver city,68.6
GA,Omega city,66.2
GA,Orchard Hill town,47
GA,Oxford city,81.2
GA,Palmetto city,78.7
GA,Panthersville CDP,88.2
GA,Parrott town,79.3
GA,Patterson city,88.8
GA,Pavo city,66.7
GA,Payne city,70.3
GA,Peachtree City city,95.5
GA,Peachtree Corners city,93.4
GA,Pearson city,58.1
GA,Pelham city,68.2
GA,Pembroke city,85.2
GA,Pendergrass town,76.5
GA,Perkins CDP,100
GA,Perry city,87.2
GA,Phillipsburg CDP,85.1
GA,Pinehurst city,78
GA,Pine Lake city,93
GA,Pine Mountain town,90.2
GA,Pineview town,77.7
GA,Pitts city,71.7
GA,Plains city,69.1
GA,Plainville city,63.6
GA,Pooler city,94.4
GA,Portal town,73.6
GA,Porterdale city,73.5
GA,Port Wentworth city,92.1
GA,Poulan city,69.8
GA,Powder Springs city,88.1
GA,Pulaski town,84.8
GA,Putney CDP,81
GA,Quitman city,69.9
GA,Ranger town,65.7
GA,Raoul CDP,69.3
GA,Ray City city,85.5
GA,Rayle town,58.5
GA,Rebecca town,62.4
GA,Redan CDP,92.1
GA,Reed Creek CDP,86.4
GA,Register town,77.1
GA,Reidsville city,80.6
GA,Remerton city,96.4
GA,Rentz city,88.8
GA,Resaca town,70.7
GA,Rest Haven town,54.9
GA,Reynolds city,81.9
GA,Rhine town,69.4
GA,Riceboro city,78.7
GA,Richland city,64.5
GA,Richmond Hill city,93.8
GA,Riddleville town,61
GA,Rincon town,89.5
GA,Ringgold city,79.8
GA,Riverdale city,85.6
GA,Riverside town,66.7
GA,Roberta city,71.8
GA,Robins AFB CDP,96.5
GA,Rochelle city,73.7
GA,Rockingham CDP,74.5
GA,Rockmart city,76.8
GA,Rocky Ford town,86.1
GA,Rome city,74.4
GA,Roopville town,87.2
GA,Rossville city,68.1
GA,Roswell city,93.1
GA,Royston city,71.6
GA,Russell CDP,65.3
GA,Rutledge city,77.9
GA,St. Marys city,94.5
GA,St. Simons CDP,94.9
GA,Sale City city,83.9
GA,Salem CDP,76.8
GA,Sandersville city,81.8
GA,Sandy Springs city,94.1
GA,Santa Claus city,81.8
GA,Sardis city,71.5
GA,Sasser town,68.5
GA,Satilla CDP,74.6
GA,Sautee-Nacoochee CDP,90.7
GA,Savannah city,86
GA,Scotland city,87.2
GA,Scottdale CDP,80.1
GA,Screven city,80.5
GA,Senoia city,90.4
GA,Seville CDP,63.9
GA,Shady Dale town,77.6
GA,Shannon CDP,88.1
GA,Sharon city,53.3
GA,Sharpsburg town,82.3
GA,Shellman city,73.5
GA,Shiloh city,80.2
GA,Siloam town,75.2
GA,Skidaway Island CDP,99
GA,Sky Valley city,97.4
GA,Smithville city,84.7
GA,Smyrna city,90.5
GA,Snellville city,94.3
GA,Social Circle city,79.6
GA,Soperton city,74.8
GA,Sparks town,65.5
GA,Sparta city,76.6
GA,Springfield city,80
GA,Stapleton city,65.4
GA,Statenville CDP,66.3
GA,Statesboro city,85.7
GA,Statham city,70.8
GA,Stillmore city,74.7
GA,Stockbridge city,87.7
GA,Stone Mountain city,86.6
GA,Sugar Hill city,92.4
GA,Summertown city,71.9
GA,Summerville city,65.1
GA,Sumner town,73.7
GA,Sunny Side city,96.9
GA,Sunnyside CDP,97.2
GA,Sunset Village CDP,74.3
GA,Surrency town,68.8
GA,Suwanee city,93.6
GA,Swainsboro city,74.8
GA,Sycamore city,64.9
GA,Sylvania city,79.9
GA,Sylvester city,74
GA,Talahi Island CDP,93.4
GA,Talbotton city,72.2
GA,Talking Rock town,76.7
GA,Tallapoosa city,77.8
GA,Tallulah Falls town,88.9
GA,Talmo town,82.9
GA,Tarrytown town,88.2
GA,Tate City CDP,-
GA,Taylorsville town,92.3
GA,Temple city,72.9
GA,Tennille city,78.6
GA,The Rock CDP,95.7
GA,Thomaston city,72
GA,Thomasville city,82.4
GA,Thomson city,69.8
GA,Thunderbolt town,89.5
GA,Tifton city,77.3
GA,Tiger town,82.3
GA,Tignall town,77.7
GA,Toccoa city,83.1
GA,Toomsboro city,67.6
GA,Trenton city,79.9
GA,Trion town,67.8
GA,Tucker CDP,92.6
GA,Tunnel Hill city,81.6
GA,Turin town,92.7
GA,Twin City city,68.3
GA,Tybee Island city,93.4
GA,Tyrone town,91.6
GA,Ty Ty city,76
GA,Unadilla city,63.9
GA,Union City city,85.9
GA,Union Point city,71.7
GA,Unionville CDP,66.5
GA,Uvalda city,82.3
GA,Valdosta city,82.6
GA,Varnell city,84.4
GA,Vernonburg town,99
GA,Vidalia city,79.8
GA,Vidette city,80.6
GA,Vienna city,78
GA,Villa Rica city,87.2
GA,Vinings CDP,95.8
GA,Waco city,70.2
GA,Wadley city,68.5
GA,Waleska city,78.3
GA,Walnut Grove city,84.7
GA,Walthourville city,86.4
GA,Warm Springs city,72.1
GA,Warner Robins city,89
GA,Warrenton city,62.4
GA,Warwick city,64.1
GA,Washington city,82.5
GA,Watkinsville city,91.4
GA,Waverly Hall town,82.1
GA,Waycross city,80.6
GA,Waynesboro city,75
GA,Webster County unified government,75.7
GA,West Point city,79.8
GA,Whigham city,73.4
GA,White city,78.6
GA,Whitemarsh Island CDP,97.2
GA,White Plains city,95.9
GA,Whitesburg city,68.7
GA,Willacoochee city,62.9
GA,Williamson city,77.1
GA,Wilmington Island CDP,96.9
GA,Winder city,78
GA,Winterville city,93.7
GA,Woodbine city,80.4
GA,Woodbury city,71.9
GA,Woodland city,63.8
GA,Woodstock city,95.5
GA,Woodville city,74.3
GA,Woolsey town,93.2
GA,Wrens city,76.1
GA,Wrightsville city,67.5
GA,Yatesville town,81
GA,Yonah CDP,72.8
GA,Young Harris city,90.3
GA,Zebulon city,81
HI,Ahuimanu CDP,96.2
HI,Aiea CDP,93.8
HI,Ainaloa CDP,85.5
HI,Anahola CDP,89.2
HI,Captain Cook CDP,94.5
HI,Discovery Harbour CDP,96.5
HI,East Honolulu CDP,96.7
HI,Eden Roc CDP,78.5
HI,Eleele CDP,85.5
HI,Ewa Beach CDP,80.7
HI,Ewa Gentry CDP,92.9
HI,Ewa Villages CDP,81.8
HI,Fern Acres CDP,89.1
HI,Fern Forest CDP,91.2
HI,Haena CDP,98.1
HI,Haiku-Pauwela CDP,93.9
HI,Halaula CDP,87.9
HI,Halawa CDP,92.9
HI,Haleiwa CDP,86
HI,Haliimaile CDP,80.2
HI,Hana CDP,94.6
HI,Hanalei CDP,89.3
HI,Hanamaulu CDP,82.3
HI,Hanapepe CDP,97.1
HI,Hauula CDP,92
HI,Hawaiian Acres CDP,88.4
HI,Hawaiian Beaches CDP,95.5
HI,Hawaiian Ocean View CDP,90.5
HI,Hawaiian Paradise Park CDP,91.3
HI,Hawi CDP,89.4
HI,Heeia CDP,94.3
HI,Hickam Housing CDP,100
HI,Hilo CDP,92.5
HI,Holualoa CDP,92.4
HI,Honalo CDP,88.1
HI,Honaunau-Napoopoo CDP,90.4
HI,Honokaa CDP,85.3
HI,Honomu CDP,94.1
HI,Iroquois Point CDP,96.1
HI,Kaaawa CDP,92.8
HI,Kaanapali CDP,97.5
HI,Kahaluu CDP,91.8
HI,Kahaluu-Keauhou CDP,89.9
HI,Kahuku CDP,86.9
HI,Kahului CDP,85.5
HI,Kailua CDP (Hawaii County),87.6
HI,Kailua CDP (Honolulu County),95.6
HI,Kalaeloa CDP,83.3
HI,Kalaheo CDP,95.1
HI,Kalaoa CDP,93.8
HI,Kalihiwai CDP,97.6
HI,Kaneohe CDP,94.6
HI,Kaneohe Station CDP,99.9
HI,Kapaa CDP,93.9
HI,Kapaau CDP,91.7
HI,Kapalua CDP,96.8
HI,Kapolei CDP,93.4
HI,Kaumakani CDP,76.6
HI,Kaunakakai CDP,94.9
HI,Kawela Bay CDP,99
HI,Keaau CDP,85.1
HI,Kealakekua CDP,89.9
HI,Kekaha CDP,86.9
HI,Keokea CDP,93.4
HI,Kihei CDP,93
HI,Kilauea CDP,91.6
HI,Koloa CDP,85.5
HI,Ko Olina CDP,98
HI,Kualapuu CDP,89.1
HI,Kukuihaele CDP,93.9
HI,Kula CDP,98
HI,Kurtistown CDP,91.1
HI,Lahaina CDP,89.4
HI,Laie CDP,96.4
HI,Lanai City CDP,86.7
HI,Launiupoko CDP,99.5
HI,Laupahoehoe CDP,95.9
HI,Lawai CDP,96.5
HI,Leilani Estates CDP,89.1
HI,Lihue CDP,91.2
HI,Maalaea CDP,98.6
HI,Mahinahina CDP,92.1
HI,Maili CDP,87.9
HI,Makaha CDP,84
HI,Makaha Valley CDP,94.7
HI,Makakilo CDP,94.8
HI,Makawao CDP,94.9
HI,Makena CDP,97.8
HI,Manele CDP,100
HI,Maunaloa CDP,87.9
HI,Maunawili CDP,99.1
HI,Mililani Mauka CDP,96.9
HI,Mililani Town CDP,96.1
HI,Mokuleia CDP,97.9
HI,Mountain View CDP,97.6
HI,Naalehu CDP,79.3
HI,Nanakuli CDP,89.6
HI,Nanawale Estates CDP,82.4
HI,Napili-Honokowai CDP,91
HI,Ocean Pointe CDP,95.5
HI,Olinda CDP,96.9
HI,Olowalu CDP,95
HI,Omao CDP,91.4
HI,Orchidlands Estates CDP,88.5
HI,Paauilo CDP,80.6
HI,Pahala CDP,84.7
HI,Pahoa CDP,93.2
HI,Paia CDP,93.2
HI,Pakala Village CDP,79.2
HI,Papaikou CDP,88.7
HI,Paukaa CDP,94.2
HI,Pearl City CDP,92.4
HI,Pepeekeo CDP,89.3
HI,Poipu CDP,97.2
HI,Princeville CDP,96.9
HI,Puako CDP,98.1
HI,Puhi CDP,92.1
HI,Pukalani CDP,94.5
HI,Punaluu CDP,93
HI,Pupukea CDP,96.3
HI,Royal Kunia CDP,91.2
HI,Schofield Barracks CDP,97.3
HI,Ualapue CDP,96.7
HI,Urban Honolulu CDP,88.2
HI,Volcano CDP,88.5
HI,Wahiawa CDP,89.2
HI,Waialua CDP,82.8
HI,Waianae CDP,84.1
HI,Waihee-Waiehu CDP,88.1
HI,Waikane CDP,90.6
HI,Waikapu CDP,94.4
HI,Waikele CDP,96.2
HI,Waikoloa Village CDP,95.8
HI,Wailea CDP,95.8
HI,Wailua CDP,91.7
HI,Wailua Homesteads CDP,93.6
HI,Wailuku CDP,91.2
HI,Waimalu CDP,93.7
HI,Waimanalo CDP,92
HI,Waimanalo Beach CDP,90.5
HI,Waimea CDP (Hawaii County),93
HI,Waimea CDP (Kauai County),91.6
HI,Wainaku CDP,86.7
HI,Wainiha CDP,98.3
HI,Waiohinu CDP,87.8
HI,Waipahu CDP,83.8
HI,Waipio CDP,94
HI,Waipio Acres CDP,92.9
HI,West Loch Estate CDP,93.5
HI,Wheeler AFB CDP,97.8
HI,Whitmore Village CDP,83.9
ID,Aberdeen city,57.6
ID,Acequia city,55.1
ID,Albion city,92.4
ID,American Falls city,75.1
ID,Ammon city,94.6
ID,Arbon Valley CDP,76.4
ID,Arco city,92.3
ID,Arimo city,92.7
ID,Ashton city,82
ID,Athol city,87.5
ID,Atomic City city,78.6
ID,Bancroft city,91.9
ID,Banks CDP,0
ID,Basalt city,83.3
ID,Bellevue city,85.5
ID,Bennington CDP,100
ID,Blackfoot city,86
ID,Blanchard CDP,100
ID,Bliss city,73.5
ID,Bloomington city,96.7
ID,Boise City city,94.3
ID,Bonners Ferry city,86.8
ID,Bovill city,73.5
ID,Buhl city,72.6
ID,Burley city,78.1
ID,Butte City city,64.7
ID,Caldwell city,79.1
ID,Cambridge city,80.4
ID,Carey city,96
ID,Cascade city,90.6
ID,Castleford city,67
ID,Challis city,85.6
ID,Chubbuck city,92.5
ID,Clark Fork city,81
ID,Clayton city,-
ID,Clifton city,90.9
ID,Coeur d'Alene city,91.2
ID,Conkling Park CDP,85.5
ID,Cottonwood city,90.7
ID,Council city,82.7
ID,Craigmont city,92.7
ID,Crouch city,78.5
ID,Culdesac city,83.4
ID,Dalton Gardens city,93
ID,Dayton city,96.3
ID,Deary city,96.8
ID,Declo city,56.7
ID,De Smet CDP,82.3
ID,Dietrich city,85.8
ID,Donnelly city,82.6
ID,Dover city,94.7
ID,Downey city,88.7
ID,Driggs city,85
ID,Drummond city,100
ID,Dubois city,66.7
ID,Eagle city,96.1
ID,East Hope city,95.2
ID,Eden city,86.8
ID,Elk City CDP,50
ID,Elk River city,81.6
ID,Emmett city,80.7
ID,Fairfield city,84.8
ID,Ferdinand city,95.5
ID,Fernan Lake Village city,100
ID,Filer city,81.9
ID,Firth city,81.6
ID,Fort Hall CDP,80.4
ID,Franklin city,80.8
ID,Fruitland city,89.8
ID,Garden City city,90
ID,Garden Valley CDP,98.6
ID,Genesee city,97.7
ID,Georgetown city,88.9
ID,Glenns Ferry city,82.9
ID,Gooding city,73.4
ID,Grace city,89.1
ID,Grand View city,77.7
ID,Grangeville city,87.9
ID,Greenleaf city,77.8
ID,Groveland CDP,88.5
ID,Hagerman city,82.6
ID,Hailey city,83.6
ID,Hamer city,85.3
ID,Hansen city,75.6
ID,Harrison city,89.9
ID,Hauser city,90
ID,Hayden city,91.9
ID,Hayden Lake city,99.6
ID,Hazelton city,67.8
ID,Heyburn city,68.9
ID,Hidden Springs CDP,97.7
ID,Hollister city,76.5
ID,Homedale city,66.6
ID,Hope city,100
ID,Horseshoe Bend city,87.5
ID,Huetter city,72.4
ID,Idaho City city,91.3
ID,Idaho Falls city,90.2
ID,Inkom city,97.7
ID,Iona city,91
ID,Irwin city,93.1
ID,Island Park city,95.5
ID,Jerome city,66.1
ID,Juliaetta city,85.5
ID,Kamiah city,84.9
ID,Kellogg city,87.7
ID,Kendrick city,81.3
ID,Ketchum city,100
ID,Kimberly city,90
ID,Kooskia city,78.9
ID,Kootenai city,92.7
ID,Kuna city,92.9
ID,Lapwai city,88.1
ID,Lava Hot Springs city,84.6
ID,Leadore city,85.5
ID,Lewiston city,91.4
ID,Lewisville city,87.7
ID,Lincoln CDP,91.3
ID,Lost River city,100
ID,Lowman CDP,100
ID,McCall city,97.3
ID,McCammon city,90.7
ID,Mackay city,97
ID,Malad City city,93.7
ID,Malta city,87
ID,Marsing city,65.5
ID,Melba city,90.4
ID,Menan city,82
ID,Meridian city,94.7
ID,Middleton city,91.7
ID,Midvale city,93.9
ID,Minidoka city,12.9
ID,Montpelier city,90.1
ID,Moore city,89.9
ID,Moreland CDP,77.1
ID,Moscow city,97.3
ID,Mountain Home city,88.6
ID,Mountain Home AFB CDP,96.4
ID,Moyie Springs city,87
ID,Mud Lake city,70.4
ID,Mullan city,82.2
ID,Murphy CDP,96.2
ID,Murtaugh city,64.4
ID,Nampa city,83.9
ID,Newdale city,92.2
ID,New Meadows city,90.2
ID,New Plymouth city,82.1
ID,Nezperce city,96.5
ID,Notus city,79
ID,Oakley city,85.3
ID,Oldtown city,69.9
ID,Onaway city,84.4
ID,Orofino city,86.3
ID,Osburn city,87.1
ID,Oxford city,100
ID,Paris city,94.7
ID,Parker city,86.5
ID,Parkline CDP,83.9
ID,Parma city,70.1
ID,Paul city,68.6
ID,Payette city,81.5
ID,Peck city,91.3
ID,Pierce city,84.3
ID,Pinehurst city,81.1
ID,Placerville city,100
ID,Plummer city,82.7
ID,Pocatello city,92.2
ID,Ponderay city,90.7
ID,Post Falls city,92.8
ID,Potlatch city,92
ID,Preston city,88.6
ID,Priest River city,88.4
ID,Princeton CDP,63.2
ID,Rathdrum city,91.6
