Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
IN,Hammond city,59.4,22.5,0.5,1,34.1
IN,Hanna CDP,98.1,0,0.2,0,0.9
IN,Hanover town,94.9,2.3,0.2,0.8,2.4
IN,Hardinsburg town,100,0,0,0,0.4
IN,Harlan CDP,97.4,0.4,0.1,0.1,2.8
IN,Harmony town,97.6,0.8,0,0.3,1.2
IN,Harrodsburg CDP,95.9,0.7,0.1,0,1.6
IN,Hartford City city,97.3,0.3,0.2,0.1,1.2
IN,Hartsville town,97,1.1,0,0,1.1
IN,Hatfield CDP,98,0,0.2,0.1,0.9
IN,Haubstadt town,98.2,0.6,0.2,0.2,0.6
IN,Hayden CDP,97.5,0.8,0.4,0.2,2.7
IN,Hazleton town,97.3,2.3,0,0,0.4
IN,Hebron town,95.9,1.1,0.2,0.4,6.1
IN,Henryville CDP,98.1,0,0,0.4,1.6
IN,Herbst CDP,100,0,0,0,0
IN,Heritage Lake CDP,97.3,0.9,0.4,0.2,1.9
IN,Hidden Valley CDP,97.6,0.2,0.1,0.5,1.4
IN,Highland town,88.6,4.2,0.2,1.6,12.8
IN,Highland CDP,96.1,1.3,0,1.2,0.8
IN,Hillsboro town,96.1,0.2,0.7,0,5.4
IN,Hoagland CDP,97.7,0.1,0.6,0,0.6
IN,Hobart city,85.3,7,0.4,1,13.9
IN,Holland town,96,0.2,0.6,0.3,3.7
IN,Holton town,96.3,1.5,0.2,0,0.4
IN,Homecroft town,95.7,0.8,0.7,0.7,1.1
IN,Hope town,97.1,0.6,0.1,0.4,1.8
IN,Howe CDP,82.9,2.7,0.6,3,14.6
IN,Hudson town,98.1,0,0.2,0.6,1.9
IN,Hudson Lake CDP,97.1,0.1,0.2,0.1,3
IN,Huntertown town,93.6,1.4,0.4,2,2.3
IN,Huntingburg city,87.3,0.5,0.2,0.3,18.5
IN,Huntington city,96.4,0.6,0.4,0.5,2.4
IN,Hymera town,99,0,0.2,0,0.1
IN,Idaville CDP,98.7,0.2,0,0,4.8
IN,Indianapolis city,62,27.3,0.3,2.1,9.4
IN,Indianapolis city (balance),61.8,27.5,0.3,2.1,9.4
IN,Indian Heights CDP,92.6,3.2,0.5,0.4,3.2
IN,Indian Village town,91,4.5,0,1.5,0
IN,Ingalls town,92.4,3,0.4,0.3,3.9
IN,Jalapa CDP,98.2,0,0,0.6,0.6
IN,Jamestown town,98.9,0,0,0.5,0.7
IN,Jasonville city,98.1,0.2,0.1,0.4,0.8
IN,Jasper city,93.6,0.4,0.2,0.9,7.7
IN,Jeffersonville city,80.4,13.2,0.3,1.1,4.1
IN,Jonesboro city,97.7,0.1,0.5,0,2.4
IN,Jonesville town,92.7,0,2.3,0,4
IN,Kempton town,98.8,0,0,0.3,0.9
IN,Kendallville city,94.1,0.5,0.2,0.5,5.1
IN,Kennard town,99.2,0,0,0.6,0
IN,Kent CDP,98.6,1.4,0,0,0
IN,Kentland town,94.2,0.8,0.1,0.5,8
IN,Kewanna town,96.2,1.1,0.3,0.2,2.1
IN,Kimmell CDP,94.5,0.5,0,0.2,13.7
IN,Kingman town,97.7,0,0,0,1.4
IN,Kingsbury town,97.1,0.4,0.4,0,5.4
IN,Kingsford Heights town,86.3,8.1,0.6,0.3,5
IN,Kirklin town,98.5,0.1,0,0.1,1.3
IN,Knightstown town,98,0.1,0.1,0.1,0.6
IN,Knightsville town,96.6,1.3,0.2,0.2,0.7
IN,Knox city,96.3,0.4,0.2,0.3,2.9
IN,Kokomo city,83.5,10.7,0.4,1,3.3
IN,Koontz Lake CDP,97.2,0.1,0.1,0.1,2.2
IN,Kouts town,97.6,0.3,0.3,0.6,5.1
IN,Laconia town,98,0,0,2,0
IN,La Crosse town,99.5,0.2,0,0,1.8
IN,Ladoga town,98.4,0.1,0,0.3,1
IN,Lafayette city,83.6,6.2,0.4,1.4,12.1
IN,La Fontaine town,98.5,0.1,0.2,0,1.1
IN,Lagrange town,93.7,0.6,0.4,0.4,9.5
IN,Lagro town,96.9,0,1.7,0.5,0
IN,Lake Dalecarlia CDP,97.3,0.2,0.1,0.1,3.4
IN,Lake Holiday CDP,99.5,0.2,0,0,0.4
IN,Lake Santee CDP,97.1,1.2,0.1,0.1,1.5
IN,Lakes of the Four Seasons CDP,93.4,1.2,0.2,1,8.5
IN,Lake Station city,79.7,3.6,0.5,0.3,28
IN,Laketon CDP,96,1.4,1.1,0,1.9
IN,Lake Village CDP,96.9,0.8,0.5,0.4,2.6
IN,Lakeville town,97.5,0.1,0.4,0,3.2
IN,Landess CDP,97.3,0,0,0,2.7
IN,Lanesville town,98.2,0.4,0,0.2,0.9
IN,La Paz town,97.9,0.2,0.2,0.2,4.3
IN,Lapel town,97.7,0.2,0.3,0.2,0.8
IN,La Porte city,88.6,3,0.3,0.5,11.2
IN,Larwill town,98.9,0,0,0,0
IN,Laurel town,98.4,0.2,0.6,0,2.5
IN,Lawrence city,63.2,25.8,0.4,1.4,11.2
IN,Lawrenceburg city,93.5,3,0.3,0.8,1.2
IN,Leavenworth town,95,2.5,0,0,1.3
IN,Lebanon city,96.1,0.5,0.2,0.6,3.1
IN,Leesburg town,91.7,0.2,0.2,2.3,7.7
IN,Leo-Cedarville town,97.1,0.1,0.2,0.8,1.6
IN,Lewisville town,99.5,0,0,0,1.4
IN,Liberty town,96.8,0.8,0.3,0.4,1.5
IN,Ligonier city,69.6,0.4,0.2,0.5,51.5
IN,Linden town,97.1,0.5,0.9,0,1.7
IN,Linton city,97.7,0.1,0.3,0.4,1.2
IN,Little York town,97.9,0,0,0,1.6
IN,Livonia town,99.2,0,0,0,0
IN,Lizton town,97.3,0,0,0.4,1.4
IN,Logansport city,80.7,2.3,0.8,1.7,21.6
IN,Long Beach town,96.8,1.4,0.3,1.1,0.6
IN,Loogootee city,98.3,0.1,0.2,0.3,0.8
IN,Losantville town,97,0,0.4,0,0
IN,Lowell town,95.9,0.5,0.4,0.3,6.9
IN,Lynn town,97.7,0.5,0.1,0.7,1.9
IN,Lynnville town,98.9,0.1,0.2,0,0.8
IN,Lyons town,98.1,0.1,0.5,0.3,1.5
IN,McCordsville town,83.2,10.3,0.3,2.3,4.4
IN,Mackey town,98.1,0,0,0,0
IN,Macy town,98.1,0.5,0.5,0,0
IN,Madison city,93.5,2.8,0.2,1.2,1.7
IN,Manilla CDP,96.3,0,0.4,1.1,2.6
IN,Marengo town,95.4,0.1,0.8,0,2.1
IN,Marion city,78.1,14.7,0.4,0.7,5.5
IN,Markle town,98.3,0.8,0,0.2,1.2
IN,Markleville town,97.9,0.2,0,0.2,0.9
IN,Marshall town,98.5,0,1.2,0,1.2
IN,Martinsville city,97.5,0.2,0.3,0.4,1.3
IN,Matthews town,98,0.8,0.2,0,0.2
IN,Mauckport town,100,0,0,0,0
IN,Mecca town,97.6,0,0,0.3,0.9
IN,Medaryville town,94.8,0,0.2,0,6.4
IN,Medora town,97.3,0.1,0.1,0,1
IN,Mellott town,99,0,0,0,2.5
IN,Melody Hill CDP,93.9,3.4,0.1,1.2,1.5
IN,Memphis CDP,96.5,1.7,0,0,1.4
IN,Mentone town,94.1,0.3,0.8,0,4.8
IN,Meridian Hills town,95.9,1.2,0.1,1.1,1.7
IN,Merom town,100,0,0,0,0.4
IN,Merrillville town,46.4,44.5,0.2,1.2,12.9
IN,Metamora CDP,93.6,0,0.5,0,5.3
IN,Mexico CDP,97.2,0.2,1.3,0.1,0.8
IN,Michiana Shores town,97.4,0,0.3,0,2.9
IN,Michigan City city,64.9,28.1,0.4,0.7,5.9
IN,Michigantown town,97.9,0.4,0,0.4,2.6
IN,Middlebury town,95.6,0.6,0.1,1.2,3.2
IN,Middletown town,97.6,0.3,0.1,0.5,0.8
IN,Mier CDP,98.7,0,0,0,1.3
IN,Milan town,97.7,0.3,0.2,0.1,0.8
IN,Milford town,88.3,0.7,0.3,0.3,12.4
IN,Millersburg town,97,0.6,0.9,0,4.4
IN,Millhousen town,99.2,0,0,0,0
IN,Milltown town,97.7,0,0.1,0.4,0
IN,Milroy CDP,96.9,0.2,1.2,0.2,1.8
IN,Milton town,98.4,0.2,1.2,0,0.8
IN,Mishawaka city,86.1,6.9,0.4,1.9,4.5
IN,Mitchell city,97.6,0.4,0.2,0.3,1.4
IN,Modoc town,94.9,0.5,0,0,1.5
IN,Monon town,77.2,0.6,0.4,0.2,28.4
IN,Monroe town,99,0,0,0.2,2.3
IN,Monroe City town,98.7,0.6,0.2,0,0.7
IN,Monroeville town,98.9,0,0,0,1.9
IN,Monrovia town,97.3,1.4,0.1,0.6,1.2
IN,Monterey town,97.7,0.5,0.5,0,9.6
IN,Montezuma town,96.1,0.2,0.4,0.5,4.3
IN,Montgomery town,99.4,0,0,0,0.6
IN,Monticello city,90.8,0.4,0.4,0.8,12.5
IN,Montmorenci CDP,98.8,0,0.4,0.4,0.4
IN,Montpelier city,97.9,0.3,0.3,0.1,0.9
IN,Mooreland town,97.3,0,0,0,1.6
IN,Moores Hill town,97.8,0.2,0,0.2,0.3
IN,Mooresville town,97.5,0.3,0.2,0.5,1.1
IN,Morgantown town,98.5,0.1,0.4,0.2,0.4
IN,Morocco town,99.1,0.1,0.1,0.2,2.2
IN,Morristown town,98.6,0.1,0.7,0.1,1.3
IN,Mount Auburn town,98.3,0,0,0.9,0
IN,Mount Ayr town,97.5,0,0,0,5.7
IN,Mount Carmel town,97.7,0,0,0,0
IN,Mount Etna town,96.8,0,0,0,2.1
IN,Mount Summit town,97.2,0,0.3,0,2.3
IN,Mount Vernon city,93.4,2.8,0.3,0.4,1.7
IN,Mulberry town,98.4,0.2,0.4,0,1
IN,Muncie city,84,10.9,0.3,1.2,2.3
IN,Munster town,85.6,3.5,0.2,5.8,10.2
IN,Napoleon town,100,0,0,0,1.3
IN,Nappanee city,94.8,0.7,0.3,0.2,6.2
IN,Nashville town,98.1,0.4,0.2,0.1,0.7
IN,New Albany city,85.8,8.7,0.2,0.7,3.7
IN,New Amsterdam town,85.2,0,0,0,11.1
IN,Newberry town,97.9,0,1,0,2.6
IN,Newburgh town,94.2,1.4,0.1,2,2
IN,New Carlisle town,96,0.8,0.6,0.4,1.3
IN,New Castle city,95.1,1.9,0.2,0.4,1.7
IN,New Chicago town,81,2.2,0.7,0.7,27.4
IN,New Goshen CDP,98.5,0,0,0,0
IN,New Harmony town,99,0,0.3,0.1,0
IN,New Haven city,93.2,3.3,0.4,0.4,3.1
IN,New Market town,99.1,0,0,0.2,0.9
IN,New Middletown town,95.7,2.2,0,0,0
IN,New Palestine town,97.8,0,0.2,0.6,1
IN,New Paris CDP,98.1,0.1,0.2,0.1,3.2
IN,New Pekin town,97.1,0.6,0.2,0.1,2.4
IN,New Point town,99.4,0,0,0.3,0.6
IN,Newport town,99.8,0,0,0,0
IN,New Richmond town,97,0,0,0.3,0.6
IN,New Ross town,96.8,0,0,0,1.7
IN,New Salisbury CDP,97.9,0.7,0.2,0.7,0.7
IN,Newtown town,95.3,2,0.8,0,1.6
IN,New Trenton CDP,98.8,0,0,0,0.4
IN,New Washington CDP,99.1,0.2,0,0,0.9
IN,New Whiteland town,96.6,0.4,0.1,1,2
IN,Noblesville city,91.1,3.6,0.2,1.7,4.3
IN,North Crows Nest town,100,0,0,0,0
IN,North Judson town,96.7,0.1,0.3,0.2,7.3
IN,North Liberty town,96.2,0.5,0.4,0.4,2.5
IN,North Manchester town,95.2,1.1,0.3,0.8,3.8
IN,North Salem town,98.1,0.2,0,0.4,0.6
IN,North Terre Haute CDP,95,1.9,0.2,0.5,1.2
IN,North Vernon city,95,1.5,0.2,0.4,2.4
IN,North Webster town,96.3,0.6,0.1,0.3,2.5
IN,Norway CDP,97.9,0,0.3,0.8,3.1
IN,Notre Dame CDP,84,2.8,0.2,7.4,9.9
IN,Oakland City city,97.2,0.4,0.2,0.6,2
IN,Oaktown town,98,0.7,0,0.5,2.3
IN,Odon town,98.3,0,0.6,0.3,0.3
IN,Ogden Dunes town,96.1,1.1,0.1,1.3,3.2
IN,Oldenburg town,98.5,0.1,0,0,1.9
IN,Onward town,98,0,0,2,0
IN,Oolitic town,98.7,0.3,0,0.3,1
IN,Orestes town,95.7,0.2,0.5,0,4.8
IN,Orland town,96.3,1.2,0,0,9
IN,Orleans town,98.6,0.1,0.3,0.4,0.6
IN,Osceola town,95.5,1.4,0.2,0.7,2.1
IN,Osgood town,98.2,0.1,0.2,0,1.3
IN,Ossian town,97.4,0.2,0.1,0.5,1.4
IN,Otterbein town,96.8,0.7,0.3,0.1,3.1
IN,Otwell CDP,97.7,0.7,0,0.2,2.1
IN,Owensburg CDP,98.5,0,0,1,0.2
IN,Owensville town,97.9,0.2,0.7,0.2,1.2
IN,Oxford town,98.4,0.1,0.5,0.1,0.7
IN,Painted Hills CDP,98.4,0.1,0,0.1,1.6
IN,Palmyra town,96.1,0.1,0.2,1.6,1
IN,Paoli town,97.7,0.3,0.2,0.3,1.3
IN,Paragon town,97.4,0.2,0,0,0.9
IN,Parker City town,97.7,0.5,0.4,0,0.4
IN,Parkers Settlement CDP,98.6,0.4,0,0.8,0.3
IN,Patoka town,95.8,1.1,0.4,0.3,1
IN,Patriot town,98.1,0,0.5,0.5,1.4
IN,Pendleton town,96.6,1,0.3,0.8,1
IN,Pennville town,97.1,0,0,0.4,3.6
IN,Perrysville town,98.2,0.4,0,0.2,0.2
IN,Peru city,93.1,2.5,1.3,0.4,2.4
IN,Petersburg city,97.7,0.5,0.3,0.5,0.9
IN,Pierceton town,96.8,0,0.3,0.2,6.1
IN,Pine Village town,99.1,0,0,0.9,0.5
IN,Pittsboro town,96.7,0.4,0.4,0.7,1.4
IN,Plainfield town,85.2,7.9,0.2,3.3,4
IN,Plainville town,97.7,0.4,0,1.1,0.4
IN,Plymouth city,87.2,0.9,0.6,0.5,20
IN,Point Isabel CDP,86.8,0,0,0,9.9
IN,Poneto town,99.4,0,0.6,0,1.8
IN,Portage city,83.6,7.3,0.4,0.9,16.4
IN,Porter town,94.3,1.1,0.3,0.9,6.6
IN,Portland city,94.5,0.4,0,0.5,5.8
IN,Poseyville town,98.9,0,0.3,0.2,0.2
IN,Pottawattamie Park town,92.3,7.2,0,0,0.4
IN,Princes Lakes town,98.8,0.2,0.4,0.3,0.9
IN,Princeton city,90.4,4.6,0.2,0.7,2.5
IN,Purdue University CDP,69.9,3.7,0.1,23,3.6
IN,Raglesville CDP,100,0,0,0,0.7
IN,Ragsdale CDP,100,0,0,0,1.6
IN,Redkey town,98.2,0.2,0,0.2,1.4
IN,Remington town,96.5,0.6,0.1,0.3,3.1
IN,Rensselaer city,95.4,0.7,0.4,0.4,5.4
IN,Reynolds town,91.4,0.2,2.1,0,9.9
IN,Richland town,98.6,0.2,0.5,0,1.2
IN,Richmond city,83.9,8.6,0.3,1.1,4.1
IN,Ridgeville town,97.4,0,0.4,0.4,0.6
IN,Riley town,97.7,0.5,0.5,0,0.5
IN,Rising Sun city,97.8,0.7,0.1,0.4,1.8
IN,River Forest town,100,0,0,0,0
IN,Roachdale town,99.2,0,0,0,0.4
IN,Roann town,98.5,0,0.6,0.4,0
IN,Roanoke town,97.1,0.2,0.1,0.5,1.7
IN,Rochester city,95.9,0.6,0.4,0.9,3.4
IN,Rockport city,95.9,1.8,0.2,0.3,2.6
IN,Rockville town,98.7,0.1,0.5,0.2,0.7
IN,Rocky Ripple town,89.1,6.1,0.5,0.8,2.5
IN,Rolling Prairie CDP,98.3,0.3,0.2,0.2,1.2
IN,Rome City town,98.8,0.4,0.2,0.1,1.1
IN,Rosedale town,98.2,0,0.1,0,1.1
IN,Roseland town,87.5,2.7,1,4.6,5.1
IN,Roselawn CDP,94.2,0.3,0.1,0.7,9.2
IN,Rossville town,97.5,0.4,0.2,0.5,0.8
IN,Royal Center town,97.4,0.8,0.3,0.5,1.3
IN,Rushville city,95.8,1.5,0.1,0.6,1.2
IN,Russellville town,97.5,0,1.1,0,0.3
IN,Russiaville town,98.6,0.2,0.2,0.2,1.3
IN,St. Bernice CDP,98.8,0,0.5,0,0.3
IN,St. Joe town,95.9,0,0,0.9,3.7
IN,St. John town,93.5,1.3,0.1,1.3,8.2
IN,St. Leon town,98.1,0.1,0,0.6,0.3
IN,St. Mary of the Woods CDP,94.6,1.4,0.3,2.6,1.4
IN,St. Meinrad CDP,97,0.3,0.6,0.7,0.6
IN,St. Paul town,98.3,0.3,0.1,0,1.5
IN,Salamonia town,98.7,0,0.6,0,0.6
IN,Salem city,97.5,0.4,0.3,0.6,1
IN,Salt Creek Commons CDP,94.2,1,0.5,1.6,8.3
IN,Saltillo town,98.9,0,0,0,1.1
IN,Sandborn town,98.6,0.2,1,0,0.7
IN,San Pierre CDP,97.2,0,0.7,0,0
IN,Santa Claus town,98.1,0.3,0.1,0.5,1.3
IN,Saratoga town,98.8,0,0,0,2
IN,Schererville town,86.8,5.4,0.2,2.8,10.6
IN,Schneider town,97.1,0,1.1,1.1,2.5
IN,Scipio CDP,100,0,0,0,0.7
IN,Scotland CDP,99.3,0,0,0.7,2.2
IN,Scottsburg city,97.2,0.3,0.2,0.9,1.8
IN,Seelyville town,97.8,0.4,0.2,0.2,0.9
IN,Sellersburg town,94.2,0.8,0.3,0.3,5.5
IN,Selma town,97.2,0.7,0.5,0.2,0.9
IN,Seymour city,90.3,1.3,0.2,1.2,11.5
IN,Shadeland town,96,0.4,0.6,0.5,3.3
IN,Shamrock Lakes town,98.7,0,0,1.3,0
IN,Sharpsville town,97.5,0.2,0,0,2
IN,Shelburn town,96.2,0,0.5,0.6,1.2
IN,Shelby CDP,95.5,1.7,0.7,0.2,0.9
IN,Shelbyville city,91.9,1.9,0.2,1,7.1
IN,Shepardsville CDP,99.6,0.4,0,0,0
IN,Sheridan town,95.3,0.8,0.3,0.4,3.3
IN,Shipshewana town,98.3,0.2,0.5,0.2,0.8
IN,Shirley town,97.7,0.6,0.6,0.4,0.4
IN,Shoals town,97.4,0.3,0.1,0.3,1.3
IN,Shorewood Forest CDP,89.4,3.8,0,4,3.7
IN,Sidney town,100,0,0,0,3.6
IN,Silver Lake town,97.7,0.9,0.2,0.2,1.9
IN,Simonton Lake CDP,87.8,4.9,0.3,2.8,4.7
IN,Sims CDP,95.5,0,0.6,0.6,4.5
IN,Smithville-Sanders CDP,95.9,1,0.1,1.1,1.3
IN,Somerset CDP,98.5,0,0,0.2,0.7
IN,Somerville town,98.6,0.3,0.3,0,2.4
IN,South Bend city,60.5,26.6,0.5,1.3,13
IN,South Haven CDP,91.3,3,0.2,0.3,9.8
IN,Southport city,94.1,1.8,0.1,1.1,3.4
IN,South Whitley town,98,0.2,0.1,0.2,1.9
IN,Speedway town,74.2,16.7,0.3,2,7.6
IN,Spencer town,98.1,0.1,0.2,0.5,2.1
IN,Spiceland town,98.5,0.1,0,0.2,0.7
IN,Spring Grove town,89.2,5.5,0,1.2,0.9
IN,Spring Hill town,78.6,17.3,1,0,0
IN,Spring Lake town,95.9,0.5,0.5,0,0.9
IN,Springport town,96.6,0,0,0,0
IN,Spurgeon town,95.7,0,0,0,3.4
IN,Star City CDP,99.7,0,0,0,0.3
IN,State Line City town,98.6,0.7,0,0,0.7
IN,Staunton town,98.3,0,0,0,2.1
IN,Stilesville town,98.7,0.3,0,0,2.8
IN,Stinesville town,97.5,0,0,0,2
IN,Stockwell CDP,96.3,0.2,0.2,0.7,2.6
IN,Straughn town,99.5,0,0,0,0.5
IN,Sullivan city,97.7,0.1,0.4,0.2,1.4
IN,Sulphur Springs town,98.7,0,0,0,0
IN,Summitville town,96.6,0.7,0.1,0,2.1
IN,Sunman town,95.1,0.6,0,0.2,7.9
IN,Swayzee town,97.7,0.3,0.3,0.1,1.3
IN,Sweetser town,95.2,0.4,0.7,0.3,4.5
IN,Switz City town,97.3,0.7,0.7,0.3,2
IN,Syracuse town,95.7,0.6,0.1,0.7,5.2
IN,Taylorsville CDP,96.2,1.1,0.2,0.4,2.9
IN,Tecumseh CDP,97.3,0,0.2,1.5,1.1
IN,Tell City city,97.5,0.3,0.3,0.7,1
IN,Tennyson town,99.3,0.4,0,0,2.2
IN,Terre Haute city,83.5,10.9,0.4,1.4,3.1
IN,Thorntown town,99.1,0.1,0.2,0,0.7
IN,Tipton city,97.1,0.1,0.2,0.6,2.7
IN,Toad Hop CDP,99.1,0,0,0,0.9
IN,Topeka town,94.4,0.3,0,1,3.6
IN,Town of Pines town,93.9,2.3,0.4,0.3,3.1
IN,Trafalgar town,96.3,0.9,0.9,0.5,1
IN,Trail Creek town,91.2,5.5,0.2,0.6,3.3
IN,Tri-Lakes CDP,97.8,0.1,0.2,0.1,1.1
IN,Troy town,98.4,0,0,0,1.3
IN,Ulen town,100,0,0,0,0.9
IN,Union City city,87.6,1.1,0.1,0.1,12.8
IN,Uniondale town,96.8,0.3,0.3,1.9,1
IN,Universal town,99.4,0.3,0,0,1.7
IN,Upland town,94.6,1.6,0.2,1.2,2.3
IN,Utica town,89.6,3.4,0.8,1.9,3.4
IN,Vallonia CDP,98.5,0,0,0.3,1.2
IN,Valparaiso city,89.9,3.3,0.3,2.1,7.1
IN,Van Bibber Lake CDP,98.8,0,0.2,0.6,0.6
IN,Van Buren town,98,0,0.2,0.3,0.9
IN,Veedersburg town,94.8,0.1,0.5,0.1,6.2
IN,Vera Cruz town,93.8,0,0,0,5
IN,Vernon town,97.5,0.3,0,0.3,0.6
IN,Versailles town,98.2,0.2,0,0.3,0.4
IN,Vevay town,97.1,0.5,0,0.5,1.1
IN,Vincennes city,91.9,4.7,0.3,0.7,1.9
IN,Wabash city,96.3,0.4,1,0.5,2
IN,Wakarusa town,96,1,0.1,1,2.4
IN,Waldron CDP,98.1,0,0,0.1,1.5
IN,Walkerton town,95,0.4,0.7,0.3,5
IN,Wallace town,100,0,0,0,0
IN,Walton town,93.2,0.3,0.1,0.3,9.5
IN,Wanatah town,96.9,0.1,1,0.2,3
IN,Warren town,98.8,0.1,0.1,0.2,0.4
IN,Warren Park town,78.6,16.1,0.1,0.2,7.3
IN,Warsaw city,89.5,1.6,0.5,2.2,10.4
IN,Washington city,89.2,1.1,0.3,1.1,9.6
IN,Waterloo town,95.3,0.5,0.1,0,3.8
IN,Waveland town,98.1,0,0.2,0,2.6
IN,Waynetown town,98.3,0.2,0,0,2
IN,West Baden Springs town,93.4,3.1,0.5,0.3,1.4
IN,West College Corner town,97.5,0.3,0.3,0,0.6
IN,Westfield town,90.9,2.2,0.2,2.5,5.8
IN,West Harrison town,99,0.3,0.3,0.3,0.3
IN,West Lafayette city,76.8,2.7,0.1,17.3,3.6
IN,West Lebanon town,99.2,0,0.1,0.3,0.1
IN,Westphalia CDP,100,0,0,0,0
IN,West Point CDP,98.8,0.2,0,0,2.5
IN,Westport town,98.5,0.1,0.2,0.1,0.9
IN,West Terre Haute town,97.3,0.5,0.6,0,1.3
IN,Westville town,72.1,25.1,0.2,0.3,6.3
IN,Wheatfield town,95.8,0.8,0,0.1,5.9
IN,Wheatland town,97.9,0.2,0.2,0,2.9
IN,Wheeler CDP,94.1,0.9,1.8,0.2,4.5
IN,Whiteland town,97,0.4,0.2,0.7,1.8
IN,Whitestown town,90.9,2.8,0.1,2.9,3.5
IN,Whitewater town,100,0,0,0,0
IN,Whiting city,76.3,3.5,0.7,0.7,40.7
IN,Wilkinson town,99.3,0,0,0,2
IN,Williams CDP,96.9,0,0.3,0.7,0.3
IN,Williams Creek town,96.1,1,0,1.5,2.5
IN,Williamsport town,98.3,0.3,0.1,0.5,1
IN,Winamac town,97.2,0.5,0.3,0.4,2.3
IN,Winchester city,96.1,0.5,0.5,0.5,2.6
IN,Windfall City town,97.2,0.3,0.3,0.3,5.4
IN,Winfield town,88.5,3.7,0.4,3.5,8.9
IN,Wingate town,100,0,0,0,0
IN,Winona Lake town,92.2,1.5,0.1,1,7.4
IN,Winslow town,97.8,0.1,0.6,0.1,2.1
IN,Wolcott town,95.3,0.3,0.1,0.3,2.6
IN,Wolcottville town,96,0.5,0.7,0.8,1.8
IN,Woodburn city,98.6,0,0.2,0.1,1.1
IN,Woodlawn Heights town,97.5,0,0,0,3.8
IN,Worthington town,98.5,0.1,0.3,0.1,1.4
IN,Wynnedale town,61,35.9,0,1.3,0.9
IN,Yeoman town,100,0,0,0,0
IN,Yorktown town,95.3,1.6,0.2,1.5,1.3
IN,Zanesville town,98.5,0.2,0.2,0,1.5
IN,Zionsville town,94,1.2,0.1,2.7,2.1
IA,Ackley city,94.8,0.1,0.1,0,8.8
IA,Ackworth city,100,0,0,0,1.2
IA,Adair city,98.1,0,0.1,0.5,1.3
IA,Adel city,97.6,0.3,0.2,0.5,2.1
IA,Afton city,98.6,0,0.5,0.1,0.9
IA,Agency city,97.6,0,1.3,0,2.4
IA,Ainsworth city,92.1,0.9,0,0,20.6
IA,Akron city,97.4,0.4,0.6,0.1,0.5
IA,Albert City city,98,0.1,0,0.1,3
IA,Albia city,97.5,0.3,0.2,0.3,1.9
IA,Albion city,97.8,0.2,0,0,1.8
IA,Alburnett city,98.1,0,0.4,0,1.2
IA,Alden city,97.5,0.5,0.1,0.3,1.1
IA,Alexander city,96,0,0.6,0,6.9
IA,Algona city,97.2,0.5,0.1,0.7,1.4
IA,Alleman city,98.4,0,0,0.2,0
IA,Allerton city,99.2,0,0.2,0,0.2
IA,Allison city,99.4,0,0,0.1,0.2
IA,Alta city,91.3,1.6,0.2,1.2,15.7
IA,Alta Vista city,99.6,0,0,0,1.1
IA,Alton city,95.9,0.7,0.3,0.7,4.7
IA,Altoona city,95.1,1.1,0.1,1.1,2.9
IA,Alvord city,89.8,0,0,0,11.2
IA,Amana CDP,99.1,0,0,0,2.9
IA,Ames city,84.5,3.4,0.2,8.8,3.4
IA,Anamosa city,91.1,6.4,0.4,0.7,2
IA,Anderson CDP,93.8,0,0,6.2,0
IA,Andover city,100,0,0,0,0
IA,Andrew city,98.8,0.5,0,0,0.5
IA,Anita city,99.5,0,0,0.2,0.6
IA,Ankeny city,94.7,1.2,0.1,2,2.3
IA,Anthon city,97.2,0,0.2,0,2.5
IA,Aplington city,99.2,0.1,0,0.2,0.3
IA,Arcadia city,97.7,0,0.4,0.2,0.8
IA,Archer city,89.3,0,0,3.1,7.6
IA,Aredale city,100,0,0,0,1.4
IA,Arion city,90.7,0,0,0,8.3
IA,Arispe city,100,0,0,0,0
IA,Arlington city,98.8,0,0.7,0.2,0
IA,Armstrong city,97.8,0,0.4,0.4,0.6
IA,Arnolds Park city,99.1,0.2,0.1,0,0.3
IA,Arthur city,98.1,0.5,0,0,1.5
IA,Asbury city,96.8,1,0,1.1,1.4
IA,Ashton city,95,1.3,0.4,0.2,3.1
IA,Aspinwall city,100,0,0,0,0
IA,Atalissa city,94.2,0,0,0.3,7.4
IA,Athelstan CDP,100,0,0,0,0
IA,Atkins city,98.9,0.1,0.3,0.1,0.7
IA,Atlantic city,97,0.2,0.3,0.3,2.6
IA,Auburn city,99.7,0,0,0.3,0
IA,Audubon city,98.9,0.2,0.3,0.2,0.7
IA,Aurelia city,96.3,0.3,0.2,0.6,2.6
IA,Aurora city,95.1,0.5,0,0,1.6
IA,Avoca city,98.8,0.2,0.1,0.1,1.9
IA,Ayrshire city,100,0,0,0,0
IA,Badger city,97.7,0.4,0.2,0.2,1.2
IA,Bagley city,93.4,0,1.7,0.3,7.3
IA,Baldwin city,100,0,0,0,0
IA,Balltown city,98.5,0,0,0,0
IA,Bancroft city,98.8,0.1,0.3,0,0.3
IA,Bankston city,100,0,0,0,0
IA,Barnes City city,99.4,0,0.6,0,0
IA,Barnum city,98.4,0,0,0,1
IA,Bartlett CDP,92,2,4,0,0
IA,Bassett city,100,0,0,0,0
IA,Batavia city,99.2,0,0.2,0,3.6
IA,Battle Creek city,98.2,0.6,0,0.8,1.7
