Geographic Area,City,Median Income
CA,Squirrel Mountain Valley CDP,83750
CA,Stallion Springs CDP,57011
CA,Stanford CDP,49375
CA,Stanton city,46801
CA,Stevenson Ranch CDP,119394
CA,Stevinson CDP,(X)
CA,Stinson Beach CDP,108750
CA,Stirling City CDP,(X)
CA,Stockton city,44797
CA,Stonyford CDP,48333
CA,Storrie CDP,-
CA,Stratford CDP,22401
CA,Strathmore CDP,24844
CA,Strawberry CDP (Marin County),81583
CA,Strawberry CDP (Tuolumne County),-
CA,Sugarloaf Mountain Park CDP,-
CA,Sugarloaf Saw Mill CDP,-
CA,Sugarloaf Village CDP,-
CA,Suisun City city,66452
CA,Sultana CDP,24950
CA,Summerland CDP,76973
CA,Sunnyside CDP,63872
CA,Sunnyside-Tahoe City CDP,59727
CA,Sunny Slopes CDP,80208
CA,Sunnyvale city,105401
CA,Sunol CDP,72500
CA,Sun Village CDP,52554
CA,Susanville city,47857
CA,Sutter CDP,72703
CA,Sutter Creek city,40707
CA,Swall Meadows CDP,97578
CA,Taft city,51369
CA,Taft Heights CDP,60485
CA,Taft Mosswood CDP,26149
CA,Tahoe Vista CDP,47833
CA,Tahoma CDP,42500
CA,Talmage CDP,73523
CA,Tamalpais-Homestead Valley CDP,138650
CA,Tara Hills CDP,57896
CA,Tarpey Village CDP,59969
CA,Taylorsville CDP,95227
CA,Tecopa CDP,(X)
CA,Tehachapi city,41705
CA,Tehama city,36250
CA,Temecula city,79925
CA,Temelec CDP,38070
CA,Temescal Valley CDP,86513
CA,Temple City city,64372
CA,Templeton CDP,66169
CA,Tennant CDP,14625
CA,Terminous CDP,52750
CA,Terra Bella CDP,30074
CA,Teviston CDP,24181
CA,Thermal CDP,25643
CA,Thermalito CDP,35464
CA,Thornton CDP,33036
CA,Thousand Oaks city,100946
CA,Thousand Palms CDP,42727
CA,Three Rivers CDP,45833
CA,Three Rocks CDP,(X)
CA,Tiburon town,131542
CA,Timber Cove CDP,50313
CA,Tipton CDP,31445
CA,Tobin CDP,-
CA,Tomales CDP,(X)
CA,Tonyville CDP,(X)
CA,Tooleville CDP,29455
CA,Topanga CDP,112330
CA,Topaz CDP,28006
CA,Toro Canyon CDP,100652
CA,Torrance city,79549
CA,Tracy city,76310
CA,Tranquillity CDP,29792
CA,Traver CDP,38942
CA,Tres Pinos CDP,76429
CA,Trinidad city,52083
CA,Trinity Center CDP,27212
CA,Trinity Village CDP,29250
CA,Trona CDP,-
CA,Trowbridge CDP,(X)
CA,Truckee town,77320
CA,Tulare city,46659
CA,Tulelake city,32279
CA,Tuolumne City CDP,29444
CA,Tupman CDP,36250
CA,Turlock city,51401
CA,Tustin city,71897
CA,Tuttle CDP,-
CA,Tuttletown CDP,49261
CA,Twain CDP,-
CA,Twain Harte CDP,45642
CA,Twentynine Palms city,41582
CA,Twin Lakes CDP,50802
CA,Ukiah city,39634
CA,Union City city,85521
CA,University of California-Davis CDP,23995
CA,University of California-Merced CDP,-
CA,Upland city,60779
CA,Upper Lake CDP,32381
CA,Vacaville city,74001
CA,Valinda CDP,65849
CA,Vallecito CDP,46316
CA,Vallejo city,57028
CA,Valle Vista CDP,40813
CA,Valley Acres CDP,58229
CA,Valley Center CDP,82799
CA,Valley Ford CDP,8958
CA,Valley Home CDP,39338
CA,Valley Ranch CDP,118750
CA,Valley Springs CDP,63155
CA,Valley Wells CDP,-
CA,Val Verde CDP,72031
CA,Vandenberg AFB CDP,58893
CA,Vandenberg Village CDP,73182
CA,Verdi CDP,(X)
CA,Vernon city,61250
CA,Victor CDP,(X)
CA,Victorville city,45894
CA,View Park-Windsor Hills CDP,82718
CA,Villa Park city,137083
CA,Vina CDP,35250
CA,Vincent CDP,75375
CA,Vine Hill CDP,62208
CA,Vineyard CDP,78647
CA,Visalia city,52157
CA,Vista city,50601
CA,Vista Santa Rosa CDP,42222
CA,Volcano CDP,-
CA,Volta CDP,85652
CA,Walker CDP,63566
CA,Wallace CDP,106831
CA,Walnut city,100184
CA,Walnut Creek city,82120
CA,Walnut Grove CDP,54167
CA,Walnut Park CDP,42400
CA,Warm Springs CDP,75025
CA,Warner Valley CDP,-
CA,Wasco city,39580
CA,Washington CDP,-
CA,Waterford city,44936
CA,Waterloo CDP,109485
CA,Watsonville city,46018
CA,Waukena CDP,36750
CA,Wawona CDP,60559
CA,Weaverville CDP,40669
CA,Weed city,27900
CA,Weedpatch CDP,28901
CA,Weldon CDP,28262
CA,Weott CDP,40357
CA,West Athens CDP,42051
CA,West Bishop CDP,83580
CA,West Carson CDP,64613
CA,West Covina city,69189
CA,West Goshen CDP,20700
CA,Westhaven-Moonstone CDP,50536
CA,West Hollywood city,56317
CA,Westlake Village city,113884
CA,Westley CDP,21944
CA,West Menlo Park CDP,178542
CA,Westminster city,53455
CA,West Modesto CDP,30221
CA,Westmont CDP,26808
CA,Westmorland city,22452
CA,West Park CDP,36875
CA,West Point CDP,27978
CA,West Puente Valley CDP,64726
CA,West Rancho Dominguez CDP,47881
CA,West Sacramento city,52763
CA,Westside CDP,39688
CA,West Whittier-Los Nietos CDP,65363
CA,Westwood CDP,34464
CA,Wheatland city,63521
CA,Whitehawk CDP,(X)
CA,Whitewater CDP,(X)
CA,Whitley Gardens CDP,85500
CA,Whittier city,66457
CA,Wildomar city,62489
CA,Wilkerson CDP,76250
CA,Williams city,52484
CA,Willits city,30678
CA,Willowbrook CDP,36481
CA,Willow Creek CDP,32778
CA,Willows city,39274
CA,Wilsonia CDP,-
CA,Wilton CDP,94129
CA,Winchester CDP,58103
CA,Windsor town,85291
CA,Winter Gardens CDP,58277
CA,Winterhaven CDP,(X)
CA,Winters city,66959
CA,Winton CDP,41118
CA,Wofford Heights CDP,45163
CA,Woodacre CDP,77500
CA,Woodbridge CDP,77000
CA,Woodcrest CDP,84063
CA,Woodlake city,32266
CA,Woodland city,55893
CA,Woodlands CDP,161111
CA,Woodside town,"250,000+"
CA,Woodville CDP,32917
CA,Wrightwood CDP,55714
CA,Yankee Hill CDP,43693
CA,Yettem CDP,-
CA,Yolo CDP,76029
CA,Yorba Linda city,117855
CA,Yosemite Lakes CDP,58189
CA,Yosemite Valley CDP,38309
CA,Yountville city,60417
CA,Yreka city,28333
CA,Yuba City city,50649
CA,Yucaipa city,56452
CA,Yucca Valley town,40030
CA,Zayante CDP,81513
CO,Acres Green CDP,84479
CO,Aetna Estates CDP,55150
CO,Aguilar town,36701
CO,Air Force Academy CDP,65795
CO,Akron town,40972
CO,Alamosa city,27850
CO,Alamosa East CDP,49200
CO,Allenspark CDP,46981
CO,Alma town,45000
CO,Alpine CDP,(X)
CO,Altona CDP,90114
CO,Amherst CDP,(X)
CO,Antonito town,21087
CO,Applewood CDP,77987
CO,Arboles CDP,40595
CO,Aristocrat Ranchettes CDP,50403
CO,Arriba town,36071
CO,Arvada city,69938
CO,Aspen city,67164
CO,Aspen Park CDP,66563
CO,Atwood CDP,60469
CO,Ault town,50368
CO,Aurora city,53011
CO,Avon town,48022
CO,Avondale CDP,40667
CO,Bark Ranch CDP,116985
CO,Basalt town,69583
CO,Battlement Mesa CDP,71317
CO,Bayfield town,64087
CO,Bennett town,50750
CO,Berkley CDP,48214
CO,Berthoud town,59477
CO,Bethune town,37500
CO,Beulah Valley CDP,46250
CO,Black Forest CDP,105313
CO,Black Hawk city,38500
CO,Blanca town,30250
CO,Blende CDP,32625
CO,Blue River town,79773
CO,Blue Sky CDP,-
CO,Bonanza town,-
CO,Bonanza Mountain Estates CDP,71635
CO,Boone town,25000
CO,Boulder city,58484
CO,Bow Mar town,172083
CO,Brandon CDP,-
CO,Branson town,36875
CO,Breckenridge town,61394
CO,Brick Center CDP,-
CO,Brighton city,61051
CO,Brookside town,47679
CO,Broomfield city,81898
CO,Brush city,44457
CO,Buena Vista town,43429
CO,Burlington city,42457
CO,Byers CDP,60662
CO,Calhan town,45179
CO,Campo town,(X)
CO,Ca_on City city,38323
CO,Capulin CDP,23125
CO,Carbondale town,62770
CO,Cascade-Chipita Park CDP,62891
CO,Castle Pines city,130609
CO,Castle Pines Village CDP,216384
CO,Castle Rock town,88294
CO,Cathedral CDP,-
CO,Catherine CDP,(X)
CO,Cattle Creek CDP,46925
CO,Cedaredge town,33030
CO,Centennial city,91941
CO,Center town,25130
CO,Central City city,47132
CO,Chacra CDP,67292
CO,Cheraw town,36429
CO,Cherry Creek CDP,104400
CO,Cherry Hills Village city,237569
CO,Cheyenne Wells town,43750
CO,Cimarron Hills CDP,52856
CO,City of Creede town,32188
CO,Clifton CDP,39054
CO,Coal Creek CDP,93636
CO,Coal Creek town,40625
CO,Coaldale CDP,40536
CO,Cokedale town,57857
CO,Collbran town,32361
CO,Colona CDP,-
CO,Colorado City CDP,52697
CO,Colorado Springs city,54527
CO,Columbine CDP,83710
CO,Columbine Valley town,125208
CO,Comanche Creek CDP,78235
CO,Commerce City city,66053
CO,Conejos CDP,(X)
CO,Copper Mountain CDP,26595
CO,Cortez city,42412
CO,Cotopaxi CDP,-
CO,Craig city,49590
CO,Crawford town,35192
CO,Crested Butte town,59659
CO,Crestone town,25625
CO,Cripple Creek city,34107
CO,Crisman CDP,244083
CO,Crook town,38125
CO,Crowley town,27344
CO,Dacono city,48516
CO,Dakota Ridge CDP,85446
CO,De Beque town,44000
CO,Deer Trail town,36111
CO,Del Norte town,29032
CO,Delta city,42314
CO,Denver city,53637
CO,Derby CDP,41503
CO,Dillon town,54688
CO,Dinosaur town,42083
CO,Divide CDP,-
CO,Dolores town,34813
CO,Dotsero CDP,39813
CO,Dove Creek town,36688
CO,Dove Valley CDP,64416
CO,Downieville-Lawson-Dumont CDP,63672
CO,Durango city,57024
CO,Eads town,36150
CO,Eagle town,78066
CO,East Pleasant View CDP,83698
CO,Eaton town,69242
CO,Eckley town,38375
CO,Edgewater city,44148
CO,Edwards CDP,74347
CO,Elbert CDP,34375
CO,Eldora CDP,(X)
CO,Eldorado Springs CDP,119115
CO,Elizabeth town,53542
CO,El Jebel CDP,80108
CO,Ellicott CDP,47000
CO,El Moro CDP,65833
CO,Empire town,41250
CO,Englewood city,47046
CO,Erie town,111745
CO,Estes Park town,54530
CO,Evans city,47791
CO,Evergreen CDP,79034
CO,Fairmount CDP,96222
CO,Fairplay town,42457
CO,Federal Heights city,36800
CO,Firestone town,81745
CO,Flagler town,26125
CO,Fleming town,41875
CO,Florence city,36220
CO,Florissant CDP,26193
CO,Floyd Hill CDP,81683
CO,Fort Carson CDP,44133
CO,Fort Collins city,55647
CO,Fort Garland CDP,38036
CO,Fort Lupton city,50191
CO,Fort Morgan city,45403
CO,Fountain city,57057
CO,Fowler town,30850
CO,Foxfield town,108750
CO,Franktown CDP,102981
CO,Fraser town,45938
CO,Frederick town,89386
CO,Frisco town,70893
CO,Fruita city,55864
CO,Fruitvale CDP,52635
CO,Fulford CDP,-
CO,Garden City town,26354
CO,Garfield CDP,-
CO,Genesee CDP,143235
CO,Genoa town,37321
CO,Georgetown town,62375
CO,Gerrard CDP,51184
CO,Gilcrest town,46875
CO,Glendale city,37189
CO,Glendale CDP,-
CO,Gleneagle CDP,106030
CO,Glenwood Springs city,49538
CO,Golden city,58998
CO,Goldfield CDP,82750
CO,Gold Hill CDP,(X)
CO,Granada town,28173
CO,Granby town,50125
CO,Grand Junction city,45358
CO,Grand Lake town,51667
CO,Grand View Estates CDP,86336
CO,Greeley city,48813
CO,Green Mountain Falls town,52500
CO,Greenwood Village city,117500
CO,Grover town,(X)
CO,Guffey CDP,24732
CO,Gunbarrel CDP,80367
CO,Gunnison city,35871
CO,Gypsum town,88698
CO,Hartman town,(X)
CO,Hasty CDP,46250
CO,Haswell town,42500
CO,Haxtun town,39167
CO,Hayden town,54013
CO,Heeney CDP,-
CO,Hidden Lake CDP,-
CO,Highlands Ranch CDP,108570
CO,Hillrose town,33750
CO,Hoehne CDP,49167
CO,Holly town,34615
CO,Holly Hills CDP,106944
CO,Holyoke city,43419
CO,Hooper town,24583
CO,Hotchkiss town,31818
CO,Hot Sulphur Springs town,50250
CO,Howard CDP,51793
CO,Hudson town,49306
CO,Hugo town,32321
CO,Idaho Springs city,46480
CO,Idalia CDP,(X)
CO,Idledale CDP,72188
CO,Ignacio town,48333
CO,Iliff town,36250
CO,Indian Hills CDP,83269
CO,Inverness CDP,98717
CO,Jackson Lake CDP,36339
CO,Jamestown town,55313
CO,Jansen CDP,75552
CO,Joes CDP,55625
CO,Johnson Village CDP,(X)
CO,Johnstown town,81313
CO,Julesburg town,41500
CO,Keenesburg town,53264
CO,Ken Caryl CDP,85887
CO,Kersey town,55179
CO,Keystone CDP,66383
CO,Kim town,31875
CO,Kiowa town,58750
CO,Kirk CDP,46786
CO,Kit Carson town,45000
CO,Kittredge CDP,55958
CO,Kremmling town,58500
CO,Lafayette city,70714
CO,Laird CDP,(X)
CO,La Jara town,28000
CO,La Junta city,31113
CO,La Junta Gardens CDP,83214
CO,Lake City town,44821
CO,Lakeside town,(X)
CO,Lakewood city,56954
CO,Lamar city,35487
CO,Laporte CDP,53011
CO,Larkspur town,44688
CO,La Salle town,48906
CO,Las Animas city,29260
CO,La Veta town,29792
CO,Lazy Acres CDP,124722
CO,Leadville city,39692
CO,Leadville North CDP,60676
CO,Lewis CDP,44063
CO,Leyner CDP,-
CO,Limon town,31776
CO,Lincoln Park CDP,36618
CO,Littleton city,65221
CO,Lochbuie town,49415
CO,Loghill Village CDP,91161
CO,Log Lane Village town,35083
CO,Loma CDP,92854
CO,Lone Tree city,110150
CO,Longmont city,62208
CO,Louisville city,91230
CO,Louviers CDP,62292
CO,Loveland city,56277
CO,Lynn CDP,-
CO,Lyons town,85577
CO,McCoy CDP,-
CO,Manassa town,33375
CO,Mancos town,36729
CO,Manitou Springs city,49139
CO,Manzanola town,29844
CO,Marble town,64167
CO,Maybell CDP,26087
CO,Maysville CDP,(X)
CO,Mead town,95033
CO,Meeker town,50054
CO,Meridian CDP,74063
CO,Merino town,39773
CO,Midland CDP,88214
CO,Milliken town,72273
CO,Minturn town,63947
CO,Moffat town,(X)
CO,Monte Vista city,37188
CO,Montezuma town,58750
CO,Montrose city,41717
CO,Monument town,93341
CO,Morgan Heights CDP,82891
CO,Morrison town,59583
CO,Mountain Meadows CDP,(X)
CO,Mountain View town,45714
CO,Mountain Village town,35568
CO,Mount Crested Butte town,48563
CO,Mulford CDP,(X)
CO,Naturita town,32813
CO,Nederland town,60000
CO,New Castle town,66818
CO,Niwot CDP,104681
CO,No Name CDP,(X)
CO,Norrie CDP,-
CO,Northglenn city,55831
CO,North La Junta CDP,26250
CO,North Washington CDP,50787
CO,Norwood town,41094
CO,Nucla town,30000
CO,Nunn town,50455
CO,Oak Creek town,39773
CO,Olathe town,36569
CO,Olney Springs town,31458
CO,Ophir town,70000
CO,Orchard CDP,(X)
CO,Orchard City town,40288
CO,Orchard Mesa CDP,46701
CO,Ordway town,27589
CO,Otis town,38977
CO,Ouray city,66750
CO,Ovid town,25417
CO,Padroni CDP,46058
CO,Pagosa Springs town,32063
CO,Palisade town,43167
CO,Palmer Lake town,58621
CO,Paoli town,29750
CO,Paonia town,40759
CO,Parachute town,32917
CO,Paragon Estates CDP,140000
CO,Parker town,100469
CO,Parshall CDP,-
CO,Peetz town,34750
CO,Penrose CDP,47390
CO,Peoria CDP,127500
CO,Perry Park CDP,116413
CO,Peyton CDP,51643
CO,Phippsburg CDP,53750
CO,Piedra CDP,(X)
CO,Pierce town,57917
CO,Pine Brook Hill CDP,194336
CO,Pitkin town,56000
CO,Platteville town,57227
CO,Poncha Springs town,39643
CO,Ponderosa Park CDP,96324
CO,Portland CDP,53750
CO,Pritchett town,51875
CO,Pueblo city,34550
CO,Pueblo West CDP,65681
CO,Ramah town,31250
CO,Rangely town,68750
CO,Raymer (New Raymer) town,51875
CO,Red Cliff town,68125
CO,Red Feather Lakes CDP,(X)
CO,Redlands CDP,67538
CO,Redstone CDP,-
CO,Redvale CDP,(X)
CO,Rico town,31458
CO,Ridgway town,51442
CO,Rifle city,54175
CO,Rock Creek Park CDP,-
CO,Rockvale town,36923
CO,Rocky Ford city,27088
CO,Rollinsville CDP,-
CO,Romeo town,20833
CO,Roxborough Park CDP,99392
CO,Rye town,55938
CO,Saddle Ridge CDP,183889
CO,Saguache town,27386
CO,St. Ann Highlands CDP,179539
CO,St. Mary's CDP,97917
CO,Salida city,40801
CO,Salt Creek CDP,27917
CO,San Acacio CDP,(X)
CO,Sanford town,56250
CO,San Luis town,24479
CO,Sawpit town,(X)
CO,Security-Widefield CDP,57375
CO,Sedalia CDP,66094
CO,Sedgwick town,29375
CO,Segundo CDP,31250
CO,Seibert town,(X)
CO,Seven Hills CDP,(X)
CO,Severance town,85625
CO,Shaw Heights CDP,59258
CO,Sheridan city,36815
CO,Sheridan Lake town,26250
CO,Sherrelwood CDP,48569
CO,Silt town,56268
CO,Silver Cliff town,26458
CO,Silver Plume town,42000
CO,Silverthorne town,70938
CO,Silverton town,35699
CO,Simla town,41953
CO,Smeltertown CDP,46429
CO,Snowmass Village town,81035
CO,Snyder CDP,49792
CO,Southern Ute CDP,57500
CO,South Fork town,39044
CO,Springfield town,33029
CO,Starkville town,18438
CO,Steamboat Springs city,56125
CO,Sterling city,35732
CO,Stonegate CDP,113510
CO,Stonewall Gap CDP,87917
CO,Strasburg CDP,76875
CO,Stratmoor CDP,40977
CO,Stratton town,42632
CO,Sugar City town,32500
CO,Sugarloaf CDP,88854
CO,Sunshine CDP,165563
CO,Superior town,115846
CO,Swink town,36932
CO,Tabernash CDP,108720
CO,Tall Timber CDP,71154
CO,Telluride town,62000
CO,The Pinery CDP,129265
CO,Thornton city,66948
CO,Timnath town,80694
CO,Todd Creek CDP,119493
CO,Towaoc CDP,24500
CO,Towner CDP,38750
CO,Trail Side CDP,-
CO,Trinidad city,43819
CO,Twin Lakes CDP (Adams County),45417
CO,Twin Lakes CDP (Lake County),64375
CO,Two Buttes town,24375
CO,Upper Bear Creek CDP,119688
CO,Vail town,67833
CO,Valdez CDP,(X)
CO,Valmont CDP,49242
CO,Vernon CDP,-
CO,Victor city,38333
CO,Vilas town,32500
CO,Vineland CDP,(X)
CO,Vona town,31250
CO,Walden town,44276
CO,Walsenburg city,24928
CO,Walsh town,34712
CO,Ward town,61250
CO,Watkins CDP,115250
CO,Welby CDP,45000
CO,Weldona CDP,47500
CO,Wellington town,76917
CO,Westcliffe town,30833
CO,Westcreek CDP,54286
CO,Westminster city,67081
CO,Weston CDP,39167
CO,West Pleasant View CDP,60585
CO,Wheat Ridge city,47841
CO,Wiggins town,48000
CO,Wiley town,40583
CO,Williamsburg town,47417
CO,Windsor town,80512
CO,Winter Park town,62875
CO,Wolcott CDP,-
CO,Woodland Park city,64945
CO,Woodmoor CDP,122926
CO,Woody Creek CDP,54226
CO,Wray city,40850
CO,Yampa town,56458
CO,Yuma city,37123
CT,Ansonia city,43305
CT,Baltic CDP,42045
CT,Bantam borough,58158
CT,Bethel CDP,75038
CT,Bethlehem Village CDP,79018
CT,Blue Hills CDP,59643
CT,Branford Center CDP,56484
CT,Bridgeport city,41801
CT,Bristol city,61478
CT,Broad Brook CDP,73729
CT,Brooklyn CDP,100962
CT,Byram CDP,83947
CT,Canaan CDP,48438
CT,Cannondale CDP,(X)
CT,Canton Valley CDP,81250
CT,Cheshire Village CDP,96983
CT,Chester Center CDP,73299
CT,Clinton CDP,63240
CT,Colchester CDP,70625
CT,Collinsville CDP,82639
CT,Conning Towers Nautilus Park CDP,60450
CT,Cos Cob CDP,142500
CT,Coventry Lake CDP,79083
CT,Crystal Lake CDP,82420
CT,Danbury city,66676
CT,Danielson borough,41204
CT,Darien CDP,208906
CT,Deep River Center CDP,69432
CT,Derby city,51596
CT,Durham CDP,101652
CT,East Brooklyn CDP,51964
CT,East Hampton CDP,96719
CT,East Hartford CDP,48369
CT,East Haven CDP,63120
CT,Essex Village CDP,89667
CT,Falls Village CDP,67500
CT,Fenwick borough,169375
CT,Gales Ferry CDP,73679
CT,Georgetown CDP,98750
CT,Glastonbury Center CDP,88621
CT,Glenville CDP,112583
CT,Greenwich CDP,83824
CT,Groton city,54244
CT,Groton Long Point borough,100000
CT,Guilford Center CDP,69200
CT,Hartford city,30630
CT,Hazardville CDP,77226
CT,Heritage Village CDP,51590
CT,Higganum CDP,81776
CT,Jewett City borough,42900
CT,Kensington CDP,82477
CT,Lake Pocotopaug CDP,82955
CT,Lakeville CDP,60905
CT,Litchfield borough,74732
CT,Long Hill CDP,52233
CT,Madison Center CDP,60250
CT,Manchester CDP,54958
CT,Mansfield Center CDP,93750
CT,Mashantucket CDP,84583
CT,Meriden city,54588
CT,Middletown city,63691
CT,Milford city (balance),80156
CT,Moodus CDP,91989
CT,Moosup CDP,53571
CT,Mystic CDP,81528
CT,Naugatuck borough,58078
CT,New Britain city,40457
CT,New Hartford Center CDP,48051
CT,New Haven city,37192
CT,Newington CDP,79960
CT,New London city,36250
CT,New Milford CDP,50820
CT,New Preston CDP,74583
CT,Newtown borough,123750
CT,Niantic CDP,71193
CT,Noank CDP,88750
CT,Norfolk CDP,53906
CT,North Granby CDP,119938
CT,North Grosvenor Dale CDP,63000
CT,North Haven CDP,86340
CT,Northwest Harwinton CDP,84306
CT,Norwalk city,76987
CT,Norwich city,50078
CT,Oakville CDP,66863
CT,Old Greenwich CDP,207500
CT,Old Mystic CDP,87470
CT,Old Saybrook Center CDP,62969
CT,Orange CDP,107047
CT,Oxoboxo River CDP,56404
CT,Pawcatuck CDP,49522
CT,Pemberwick CDP,106644
CT,Plainfield Village CDP,57050
CT,Plantsville CDP,68056
CT,Poquonock Bridge CDP,55862
CT,Portland CDP,69058
CT,Putnam CDP,46099
CT,Quinebaug CDP,59638
CT,Ridgefield CDP,112875
CT,Riverside CDP,154018
CT,Rockville CDP,36778
CT,Salmon Brook CDP,95848
CT,Saybrook Manor CDP,81131
CT,Sharon CDP,(X)
CT,Shelton city,86870
CT,Sherwood Manor CDP,73673
CT,Simsbury Center CDP,115392
CT,Somers CDP,92976
CT,South Coventry CDP,75099
CT,Southport CDP,145859
CT,South Windham CDP,55781
CT,Southwood Acres CDP,81756
CT,South Woodstock CDP,57232
CT,Stafford Springs CDP,50392
CT,Stamford city,79359
CT,Stonington borough,66705
CT,Storrs CDP,30183
CT,Stratford CDP,66886
CT,Suffield Depot CDP,65366
CT,Tariffville CDP,57083
CT,Terramuggus CDP,96667
CT,Terryville CDP,62469
CT,Thomaston CDP,42423
CT,Thompsonville CDP,47547
CT,Torrington city,56264
CT,Trumbull CDP,111312
CT,Wallingford Center CDP,60313
CT,Waterbury city,40467
CT,Waterford CDP,50250
CT,Watertown CDP,78828
CT,Wauregan CDP,48274
CT,Weatogue CDP,120313
CT,Westbrook Center CDP,43651
CT,West Hartford CDP,86569
CT,West Haven city,50846
CT,Westport CDP,162907
CT,West Simsbury CDP,148393
CT,Wethersfield CDP,77195
CT,Willimantic CDP,34444
CT,Wilton Center CDP,73250
CT,Windsor Locks CDP,68944
CT,Winsted CDP,48741
CT,Woodbury Center CDP,58704
CT,Woodmont borough,82143
DE,Arden village,80278
DE,Ardencroft village,66750
DE,Ardentown village,61071
DE,Bear CDP,61924
DE,Bellefonte town,70917
DE,Bethany Beach town,73750
DE,Bethel town,65417
DE,Blades town,38056
DE,Bowers town,52500
DE,Bridgeville town,52396
DE,Brookside CDP,59392
DE,Camden town,59721
DE,Cheswold town,51667
DE,Claymont CDP,47525
DE,Clayton town,65612
DE,Dagsboro town,49519
DE,Delaware City city,57813
DE,Delmar town,32734
DE,Dewey Beach town,66875
DE,Dover city,45363
DE,Dover Base Housing CDP,44167
DE,Edgemoor CDP,59155
DE,Ellendale town,37000
DE,Elsmere town,47704
DE,Farmington town,40000
DE,Felton town,51343
DE,Fenwick Island town,65375
DE,Frankford town,41364
DE,Frederica town,58000
DE,Georgetown town,45983
DE,Glasgow CDP,86813
DE,Greenville CDP,104643
DE,Greenwood town,44531
DE,Harrington city,37321
DE,Hartly town,64167
DE,Henlopen Acres town,162500
DE,Highland Acres CDP,74955
DE,Hockessin CDP,121680
DE,Houston town,59375
DE,Kent Acres CDP,58125
DE,Kenton town,39583
DE,Laurel town,33525
DE,Leipsic town,39375
DE,Lewes city,56058
DE,Little Creek town,57083
DE,Long Neck CDP,43723
DE,Magnolia town,40694
DE,Middletown town,84451
DE,Milford city,45368
DE,Millsboro town,46350
DE,Millville town,67955
DE,Milton town,46643
DE,Newark city,54187
DE,New Castle city,56307
DE,Newport town,36538
DE,North Star CDP,142622
DE,Ocean View town,69688
DE,Odessa town,76696
DE,Pike Creek CDP,110114
DE,Pike Creek Valley CDP,75765
DE,Rehoboth Beach city,82569
DE,Rising Sun-Lebanon CDP,48214
DE,Riverview CDP,92462
DE,Rodney Village CDP,50724
DE,St. Georges CDP,98750
DE,Seaford city,38145
DE,Selbyville town,41853
DE,Slaughter Beach town,60000
DE,Smyrna town,54217
DE,South Bethany town,72778
DE,Townsend town,102057
DE,Viola town,66094
DE,Wilmington city,40465
DE,Wilmington Manor CDP,52695
DE,Woodside town,50313
DE,Woodside East CDP,(X)
DE,Wyoming town,58681
DC,Washington ,70848
FL,Acacia Villas CDP,33564
FL,Alachua city,54048
FL,Alafaya CDP,63449
FL,Alford town,24792
FL,Allentown CDP,71439
FL,Altamonte Springs city,48542
FL,Altha town,38859
FL,Altoona CDP,46343
FL,Alturas CDP,43350
FL,Alva CDP,57604
FL,Andrews CDP,34069
FL,Anna Maria city,47917
FL,Apalachicola city,40323
FL,Apollo Beach CDP,72529
FL,Apopka city,58885
FL,Arcadia city,27260
FL,Archer city,30863
FL,Aripeka CDP,21146
FL,Asbury Lake CDP,71136
FL,Astatula town,40972
FL,Astor CDP,29742
FL,Atlantic Beach city,70786
FL,Atlantis city,76000
FL,Auburndale city,41827
FL,Aucilla CDP,28250
FL,Avalon CDP,63500
FL,Aventura city,60222
FL,Avon Park city,28496
FL,Azalea Park CDP,36446
FL,Babson Park CDP,48452
FL,Bagdad CDP,43922
FL,Baldwin town,38105
FL,Bal Harbour village,48713
FL,Balm CDP,51375
