Geographic Area,City,poverty_rate
CO,Bayfield town,7.4
CO,Bennett town,11.6
CO,Berkley CDP,18.7
CO,Berthoud town,9.3
CO,Bethune town,19.9
CO,Beulah Valley CDP,10
CO,Black Forest CDP,3.7
CO,Black Hawk city,20
CO,Blanca town,11.3
CO,Blende CDP,28.9
CO,Blue River town,8.9
CO,Blue Sky CDP,-
CO,Bonanza town,25
CO,Bonanza Mountain Estates CDP,0
CO,Boone town,29.8
CO,Boulder city,23.1
CO,Bow Mar town,1.6
CO,Brandon CDP,0
CO,Branson town,2.4
CO,Breckenridge town,12
CO,Brick Center CDP,0
CO,Brighton city,9.9
CO,Brookside town,9
CO,Broomfield city,6.5
CO,Brush city,12.1
CO,Buena Vista town,4.5
CO,Burlington city,14.9
CO,Byers CDP,8.8
CO,Calhan town,9.1
CO,Campo town,39
CO,Ca_on City city,21.6
CO,Capulin CDP,13.9
CO,Carbondale town,9.8
CO,Cascade-Chipita Park CDP,11.1
CO,Castle Pines city,1.1
CO,Castle Pines Village CDP,2.5
CO,Castle Rock town,5.2
CO,Cathedral CDP,0
CO,Catherine CDP,8.7
CO,Cattle Creek CDP,1.6
CO,Cedaredge town,28.1
CO,Centennial city,5
CO,Center town,37.2
CO,Central City city,10.5
CO,Chacra CDP,0
CO,Cheraw town,9.1
CO,Cherry Creek CDP,6.6
CO,Cherry Hills Village city,2.1
CO,Cheyenne Wells town,13
CO,Cimarron Hills CDP,7.5
CO,City of Creede town,19
CO,Clifton CDP,19.2
CO,Coal Creek CDP,0.7
CO,Coal Creek town,9.9
CO,Coaldale CDP,0
CO,Cokedale town,0
CO,Collbran town,42.9
CO,Colona CDP,-
CO,Colorado City CDP,21.5
CO,Colorado Springs city,13.4
CO,Columbine CDP,5
CO,Columbine Valley town,1.8
CO,Comanche Creek CDP,5.9
CO,Commerce City city,15.6
CO,Conejos CDP,6.6
CO,Copper Mountain CDP,29.1
CO,Cortez city,20.8
CO,Cotopaxi CDP,0
CO,Craig city,12.6
CO,Crawford town,17.1
CO,Crested Butte town,13.3
CO,Crestone town,39.2
CO,Cripple Creek city,18
CO,Crisman CDP,0
CO,Crook town,14.5
CO,Crowley town,20.2
CO,Dacono city,5.3
CO,Dakota Ridge CDP,3.9
CO,De Beque town,10.6
CO,Deer Trail town,17.5
CO,Del Norte town,30.1
CO,Delta city,15.8
CO,Denver city,17.3
CO,Derby CDP,24
CO,Dillon town,5.7
CO,Dinosaur town,18.5
CO,Divide CDP,0
CO,Dolores town,16.2
CO,Dotsero CDP,27.1
CO,Dove Creek town,15.4
CO,Dove Valley CDP,9.6
CO,Downieville-Lawson-Dumont CDP,0
CO,Durango city,13.2
CO,Eads town,12.1
CO,Eagle town,1.7
CO,East Pleasant View CDP,0.5
CO,Eaton town,1.5
CO,Eckley town,17.3
CO,Edgewater city,16.4
CO,Edwards CDP,16.1
CO,Elbert CDP,10.9
CO,Eldora CDP,28.6
CO,Eldorado Springs CDP,4.7
CO,Elizabeth town,10
CO,El Jebel CDP,3.3
CO,Ellicott CDP,11.8
CO,El Moro CDP,3.4
CO,Empire town,10.3
CO,Englewood city,16.5
CO,Erie town,2.4
CO,Estes Park town,10
CO,Evans city,16.6
CO,Evergreen CDP,4.3
CO,Fairmount CDP,6
CO,Fairplay town,5.7
CO,Federal Heights city,19
CO,Firestone town,4.5
CO,Flagler town,19
CO,Fleming town,24.3
CO,Florence city,23.2
CO,Florissant CDP,0
CO,Floyd Hill CDP,0
CO,Fort Carson CDP,17.2
CO,Fort Collins city,18.6
CO,Fort Garland CDP,30
CO,Fort Lupton city,13.5
CO,Fort Morgan city,13.6
CO,Fountain city,8.6
CO,Fowler town,29.6
CO,Foxfield town,3.3
CO,Franktown CDP,0
CO,Fraser town,11.4
CO,Frederick town,4
CO,Frisco town,9.6
CO,Fruita city,13.8
CO,Fruitvale CDP,12.2
CO,Fulford CDP,-
CO,Garden City town,33.7
CO,Garfield CDP,0
CO,Genesee CDP,5.2
CO,Genoa town,0
CO,Georgetown town,9.1
CO,Gerrard CDP,12.3
CO,Gilcrest town,20.2
CO,Glendale city,25.6
CO,Glendale CDP,0
CO,Gleneagle CDP,1.1
CO,Glenwood Springs city,15.4
CO,Golden city,16.8
CO,Goldfield CDP,0
CO,Gold Hill CDP,25.9
CO,Granada town,26.9
CO,Granby town,10.7
CO,Grand Junction city,18.9
CO,Grand Lake town,6.1
CO,Grand View Estates CDP,4.1
CO,Greeley city,20.2
CO,Green Mountain Falls town,13.1
CO,Greenwood Village city,4
CO,Grover town,43.4
CO,Guffey CDP,0
CO,Gunbarrel CDP,8.1
CO,Gunnison city,34
CO,Gypsum town,4.6
CO,Hartman town,38.7
CO,Hasty CDP,16.1
CO,Haswell town,6.8
CO,Haxtun town,11
CO,Hayden town,12.7
CO,Heeney CDP,13.9
CO,Hidden Lake CDP,-
CO,Highlands Ranch CDP,3.6
CO,Hillrose town,21.9
CO,Hoehne CDP,3.9
CO,Holly town,26.5
CO,Holly Hills CDP,5.4
CO,Holyoke city,18.1
CO,Hooper town,25.5
CO,Hotchkiss town,18.2
CO,Hot Sulphur Springs town,15.5
CO,Howard CDP,1.8
CO,Hudson town,21.1
CO,Hugo town,25.1
CO,Idaho Springs city,19.1
CO,Idalia CDP,0
CO,Idledale CDP,0
CO,Ignacio town,18.7
CO,Iliff town,28.3
CO,Indian Hills CDP,2.1
CO,Inverness CDP,4.4
CO,Jackson Lake CDP,5.1
CO,Jamestown town,6.6
CO,Jansen CDP,18.3
CO,Joes CDP,6.7
CO,Johnson Village CDP,53.6
CO,Johnstown town,1.4
CO,Julesburg town,12.7
CO,Keenesburg town,15.4
CO,Ken Caryl CDP,5.2
CO,Kersey town,11
CO,Keystone CDP,11.8
CO,Kim town,1.6
CO,Kiowa town,10.3
CO,Kirk CDP,8.8
CO,Kit Carson town,11.9
CO,Kittredge CDP,10.5
CO,Kremmling town,14.1
CO,Lafayette city,8.4
CO,Laird CDP,20
CO,La Jara town,21.6
CO,La Junta city,31.3
CO,La Junta Gardens CDP,0
CO,Lake City town,13
CO,Lakeside town,20
CO,Lakewood city,11.9
CO,Lamar city,20.3
CO,Laporte CDP,13.1
CO,Larkspur town,10.5
CO,La Salle town,14.3
CO,Las Animas city,35.1
CO,La Veta town,26.9
CO,Lazy Acres CDP,7.7
CO,Leadville city,6.3
CO,Leadville North CDP,9.9
CO,Lewis CDP,8.7
CO,Leyner CDP,0
CO,Limon town,19.6
CO,Lincoln Park CDP,19.6
CO,Littleton city,9.4
CO,Lochbuie town,20.8
CO,Loghill Village CDP,0
CO,Log Lane Village town,18.6
CO,Loma CDP,8.5
CO,Lone Tree city,4.2
CO,Longmont city,14.1
CO,Louisville city,5.7
CO,Louviers CDP,19.1
CO,Loveland city,9.1
CO,Lynn CDP,100
CO,Lyons town,7.8
CO,McCoy CDP,0
CO,Manassa town,30.5
CO,Mancos town,27.3
CO,Manitou Springs city,14.5
CO,Manzanola town,24.9
CO,Marble town,10.7
CO,Maybell CDP,17.9
CO,Maysville CDP,0
CO,Mead town,6.6
CO,Meeker town,20.5
CO,Meridian CDP,6.8
CO,Merino town,21.6
CO,Midland CDP,26.4
CO,Milliken town,3
CO,Minturn town,13.2
CO,Moffat town,44.3
CO,Monte Vista city,17.8
CO,Montezuma town,3.5
CO,Montrose city,22.2
CO,Monument town,4.2
CO,Morgan Heights CDP,0
CO,Morrison town,9.3
CO,Mountain Meadows CDP,15.1
CO,Mountain View town,10.7
CO,Mountain Village town,15.2
CO,Mount Crested Butte town,9.2
CO,Mulford CDP,4.7
CO,Naturita town,19.7
CO,Nederland town,17.8
CO,New Castle town,12.1
CO,Niwot CDP,3.4
CO,No Name CDP,25.3
CO,Norrie CDP,-
CO,Northglenn city,14
CO,North La Junta CDP,29.6
CO,North Washington CDP,5.5
CO,Norwood town,18.7
CO,Nucla town,31.6
CO,Nunn town,20.5
CO,Oak Creek town,26.4
CO,Olathe town,30
CO,Olney Springs town,49.5
CO,Ophir town,8
CO,Orchard CDP,0
CO,Orchard City town,19.3
CO,Orchard Mesa CDP,17.9
CO,Ordway town,36.1
CO,Otis town,14.6
CO,Ouray city,12.3
CO,Ovid town,25.4
CO,Padroni CDP,2.8
CO,Pagosa Springs town,21.6
CO,Palisade town,9.5
CO,Palmer Lake town,14.3
CO,Paoli town,3.2
CO,Paonia town,12.9
CO,Parachute town,34.2
CO,Paragon Estates CDP,4.5
CO,Parker town,4.2
CO,Parshall CDP,0
CO,Peetz town,4.1
CO,Penrose CDP,18.1
CO,Peoria CDP,3.9
CO,Perry Park CDP,4.5
CO,Peyton CDP,3.9
CO,Phippsburg CDP,0
CO,Piedra CDP,0
CO,Pierce town,6
CO,Pine Brook Hill CDP,3.2
CO,Pitkin town,14.4
CO,Platteville town,16.5
CO,Poncha Springs town,13.2
CO,Ponderosa Park CDP,5.5
CO,Portland CDP,6.5
CO,Pritchett town,15.4
CO,Pueblo city,25
CO,Pueblo West CDP,7.3
CO,Ramah town,23.6
CO,Rangely town,10
CO,Raymer (New Raymer) town,19.8
CO,Red Cliff town,4.3
CO,Red Feather Lakes CDP,0
CO,Redlands CDP,7.4
CO,Redstone CDP,0
CO,Redvale CDP,0
CO,Rico town,21.1
CO,Ridgway town,9.4
CO,Rifle city,14.5
CO,Rock Creek Park CDP,0
CO,Rockvale town,13.2
CO,Rocky Ford city,25.1
CO,Rollinsville CDP,0
CO,Romeo town,33.8
CO,Roxborough Park CDP,1
CO,Rye town,15.3
CO,Saddle Ridge CDP,0
CO,Saguache town,23.2
CO,St. Ann Highlands CDP,0
CO,St. Mary's CDP,0
CO,Salida city,10.3
CO,Salt Creek CDP,33.1
CO,San Acacio CDP,57.1
CO,Sanford town,15.6
CO,San Luis town,32.4
CO,Sawpit town,0
CO,Security-Widefield CDP,10.2
CO,Sedalia CDP,22.1
CO,Sedgwick town,25.2
CO,Segundo CDP,14.4
CO,Seibert town,19.8
CO,Seven Hills CDP,19.3
CO,Severance town,3.8
CO,Shaw Heights CDP,17.4
CO,Sheridan city,28.7
CO,Sheridan Lake town,41
CO,Sherrelwood CDP,18.2
CO,Silt town,15.8
CO,Silver Cliff town,41.1
CO,Silver Plume town,11.5
CO,Silverthorne town,20.6
CO,Silverton town,18.1
CO,Simla town,19.4
CO,Smeltertown CDP,0
CO,Snowmass Village town,9.7
CO,Snyder CDP,0
CO,Southern Ute CDP,3.8
CO,South Fork town,19.5
CO,Springfield town,26.5
CO,Starkville town,9.7
CO,Steamboat Springs city,10.9
CO,Sterling city,21.4
CO,Stonegate CDP,5
CO,Stonewall Gap CDP,0
CO,Strasburg CDP,4.7
CO,Stratmoor CDP,21.3
CO,Stratton town,18.5
CO,Sugar City town,19.8
CO,Sugarloaf CDP,19
CO,Sunshine CDP,0
CO,Superior town,3.9
CO,Swink town,12.3
CO,Tabernash CDP,0
CO,Tall Timber CDP,0
CO,Telluride town,9.7
CO,The Pinery CDP,1.8
CO,Thornton city,8.9
CO,Timnath town,5.8
CO,Todd Creek CDP,5.2
CO,Towaoc CDP,48.3
CO,Towner CDP,2.3
CO,Trail Side CDP,0
CO,Trinidad city,16.9
CO,Twin Lakes CDP (Adams County),20
CO,Twin Lakes CDP (Lake County),7.1
CO,Two Buttes town,52.4
CO,Upper Bear Creek CDP,4.6
CO,Vail town,10
CO,Valdez CDP,0
CO,Valmont CDP,0
CO,Vernon CDP,0
CO,Victor city,14.7
CO,Vilas town,24.8
CO,Vineland CDP,26.5
CO,Vona town,0
CO,Walden town,13.4
CO,Walsenburg city,21.5
CO,Walsh town,13.9
CO,Ward town,6.1
CO,Watkins CDP,0
CO,Welby CDP,15.8
CO,Weldona CDP,7.7
CO,Wellington town,4.2
CO,Westcliffe town,20.6
CO,Westcreek CDP,17.1
CO,Westminster city,9
CO,Weston CDP,21.6
CO,West Pleasant View CDP,16
CO,Wheat Ridge city,13.6
CO,Wiggins town,15.7
CO,Wiley town,12
CO,Williamsburg town,9.7
CO,Windsor town,5.9
CO,Winter Park town,4.7
CO,Wolcott CDP,-
CO,Woodland Park city,6.6
CO,Woodmoor CDP,2.4
CO,Woody Creek CDP,5.4
CO,Wray city,16.2
CO,Yampa town,17.3
CO,Yuma city,16.1
CT,Ansonia city,19
CT,Baltic CDP,17.7
CT,Bantam borough,9.1
CT,Bethel CDP,4.2
CT,Bethlehem Village CDP,8
CT,Blue Hills CDP,11.1
CT,Branford Center CDP,5.6
CT,Bridgeport city,22.9
CT,Bristol city,10.4
CT,Broad Brook CDP,8.5
CT,Brooklyn CDP,16
CT,Byram CDP,7.7
CT,Canaan CDP,11.1
CT,Cannondale CDP,8.5
CT,Canton Valley CDP,3.3
CT,Cheshire Village CDP,2.6
CT,Chester Center CDP,3.1
CT,Clinton CDP,8.7
CT,Colchester CDP,8.4
CT,Collinsville CDP,2.5
CT,Conning Towers Nautilus Park CDP,5.6
CT,Cos Cob CDP,3.1
CT,Coventry Lake CDP,3.9
CT,Crystal Lake CDP,1.8
CT,Danbury city,12
CT,Danielson borough,20
CT,Darien CDP,5.4
CT,Deep River Center CDP,7.8
CT,Derby city,15.4
CT,Durham CDP,2.1
CT,East Brooklyn CDP,26.9
CT,East Hampton CDP,8.7
CT,East Hartford CDP,15.4
CT,East Haven CDP,9.8
CT,Essex Village CDP,2.6
CT,Falls Village CDP,9.9
CT,Fenwick borough,2.5
CT,Gales Ferry CDP,2.8
CT,Georgetown CDP,4.1
CT,Glastonbury Center CDP,4
CT,Glenville CDP,7.7
CT,Greenwich CDP,7.4
CT,Groton city,13.8
CT,Groton Long Point borough,3.7
CT,Guilford Center CDP,8.5
CT,Hartford city,33.4
CT,Hazardville CDP,3.2
CT,Heritage Village CDP,2.1
CT,Higganum CDP,7.2
CT,Jewett City borough,18
CT,Kensington CDP,7.4
CT,Lake Pocotopaug CDP,4.8
CT,Lakeville CDP,1.4
CT,Litchfield borough,8.4
CT,Long Hill CDP,5.3
CT,Madison Center CDP,8.1
CT,Manchester CDP,14
CT,Mansfield Center CDP,8.8
CT,Mashantucket CDP,0.6
CT,Meriden city,14.6
CT,Middletown city,11
CT,Milford city,6.6
CT,Milford city (balance),6.7
CT,Moodus CDP,7.3
CT,Moosup CDP,7.9
CT,Mystic CDP,3
CT,Naugatuck borough,8.8
CT,New Britain city,23.3
CT,New Hartford Center CDP,11.5
CT,New Haven city,26.6
CT,Newington CDP,4.4
CT,New London city,28.6
CT,New Milford CDP,12.5
CT,New Preston CDP,7.5
CT,Newtown borough,3.4
CT,Niantic CDP,7.8
CT,Noank CDP,5.2
CT,Norfolk CDP,14.9
CT,North Granby CDP,1.9
CT,North Grosvenor Dale CDP,10.3
CT,North Haven CDP,3.9
CT,Northwest Harwinton CDP,9.6
CT,Norwalk city,8.4
CT,Norwich city,15.7
CT,Oakville CDP,5.2
CT,Old Greenwich CDP,4.2
CT,Old Mystic CDP,4.2
CT,Old Saybrook Center CDP,3.7
CT,Orange CDP,3.8
CT,Oxoboxo River CDP,4.3
CT,Pawcatuck CDP,15.2
CT,Pemberwick CDP,4.1
CT,Plainfield Village CDP,9.2
CT,Plantsville CDP,7.5
CT,Poquonock Bridge CDP,21.8
CT,Portland CDP,10.1
CT,Putnam CDP,10.7
CT,Quinebaug CDP,7.3
CT,Ridgefield CDP,3
CT,Riverside CDP,3.7
CT,Rockville CDP,18
CT,Salmon Brook CDP,4.8
CT,Saybrook Manor CDP,10.7
CT,Sharon CDP,25.4
CT,Shelton city,5.1
CT,Sherwood Manor CDP,3.9
CT,Simsbury Center CDP,3.3
CT,Somers CDP,7.4
CT,South Coventry CDP,1.1
CT,Southport CDP,3.3
CT,South Windham CDP,2.3
CT,Southwood Acres CDP,6
CT,South Woodstock CDP,1.1
CT,Stafford Springs CDP,19.1
CT,Stamford city,9.4
CT,Stonington borough,10.4
CT,Storrs CDP,43
CT,Stratford CDP,7.9
CT,Suffield Depot CDP,9.1
CT,Tariffville CDP,6.3
CT,Terramuggus CDP,0
CT,Terryville CDP,8.3
CT,Thomaston CDP,10.8
CT,Thompsonville CDP,21
CT,Torrington city,10.7
CT,Trumbull CDP,2.2
CT,Wallingford Center CDP,7.8
CT,Waterbury city,25.1
CT,Waterford CDP,7.6
CT,Watertown CDP,5.3
CT,Wauregan CDP,18.1
CT,Weatogue CDP,1.1
CT,Westbrook Center CDP,14.2
CT,West Hartford CDP,8
CT,West Haven city,14.4
CT,Westport CDP,4.7
CT,West Simsbury CDP,0.5
CT,Wethersfield CDP,4.7
CT,Willimantic CDP,28.2
CT,Wilton Center CDP,0
CT,Windsor Locks CDP,5.7
CT,Winsted CDP,15.1
CT,Woodbury Center CDP,6.6
CT,Woodmont borough,2.7
DE,Arden village,1.5
DE,Ardencroft village,1.9
DE,Ardentown village,7.4
DE,Bear CDP,14.3
DE,Bellefonte town,6
DE,Bethany Beach town,2.8
DE,Bethel town,4.1
DE,Blades town,26.7
DE,Bowers town,15.6
DE,Bridgeville town,20.7
DE,Brookside CDP,9.3
DE,Camden town,4.4
DE,Cheswold town,10.1
DE,Claymont CDP,12.1
DE,Clayton town,13.1
DE,Dagsboro town,8.5
DE,Delaware City city,13
DE,Delmar town,17
DE,Dewey Beach town,12
DE,Dover city,20
DE,Dover Base Housing CDP,11.3
DE,Edgemoor CDP,9
DE,Ellendale town,27.8
DE,Elsmere town,10.3
DE,Farmington town,8.8
DE,Felton town,23.7
DE,Fenwick Island town,3.5
DE,Frankford town,19
DE,Frederica town,15.5
DE,Georgetown town,20.7
DE,Glasgow CDP,6.5
DE,Greenville CDP,3.9
DE,Greenwood town,9.8
DE,Harrington city,20.8
DE,Hartly town,14.8
DE,Henlopen Acres town,5.1
DE,Highland Acres CDP,10
DE,Hockessin CDP,2.8
DE,Houston town,16.8
DE,Kent Acres CDP,13
DE,Kenton town,34.1
DE,Laurel town,34.7
DE,Leipsic town,13.6
DE,Lewes city,7.9
DE,Little Creek town,14.7
DE,Long Neck CDP,7
DE,Magnolia town,4.7
DE,Middletown town,5.4
DE,Milford city,17
DE,Millsboro town,20.5
DE,Millville town,7
DE,Milton town,12.6
DE,Newark city,25.6
DE,New Castle city,13.7
DE,Newport town,32.1
DE,North Star CDP,1
DE,Ocean View town,5.2
DE,Odessa town,11.2
DE,Pike Creek CDP,1.6
DE,Pike Creek Valley CDP,4.5
DE,Rehoboth Beach city,8.2
DE,Rising Sun-Lebanon CDP,22.6
DE,Riverview CDP,4.9
DE,Rodney Village CDP,11.8
DE,St. Georges CDP,3.2
DE,Seaford city,25.3
DE,Selbyville town,16
DE,Slaughter Beach town,6.2
DE,Smyrna town,7.6
DE,South Bethany town,7.1
DE,Townsend town,7.1
DE,Viola town,0.6
DE,Wilmington city,24.5
DE,Wilmington Manor CDP,11.1
DE,Woodside town,26.7
DE,Woodside East CDP,27.4
DE,Wyoming town,8.8
DC,Washington ,18
FL,Acacia Villas CDP,33.6
FL,Alachua city,14.9
FL,Alafaya CDP,12.4
FL,Alford town,34.2
FL,Allentown CDP,2.4
FL,Altamonte Springs city,13.1
FL,Altha town,30.3
FL,Altoona CDP,14.6
FL,Alturas CDP,22.8
FL,Alva CDP,8
FL,Andrews CDP,6.4
FL,Anna Maria city,7.2
FL,Apalachicola city,10
FL,Apollo Beach CDP,10.4
FL,Apopka city,14.6
FL,Arcadia city,32.4
FL,Archer city,35.5
FL,Aripeka CDP,22.9
FL,Asbury Lake CDP,6.8
FL,Astatula town,22
FL,Astor CDP,31.7
FL,Atlantic Beach city,8.5
FL,Atlantis city,6.1
FL,Auburndale city,17.6
FL,Aucilla CDP,49.1
FL,Avalon CDP,4.6
FL,Aventura city,11.6
FL,Avon Park city,36.2
FL,Azalea Park CDP,19.4
FL,Babson Park CDP,18.9
FL,Bagdad CDP,19.9
FL,Baldwin town,23.1
FL,Bal Harbour village,14.5
FL,Balm CDP,14.7
FL,Bardmoor CDP,16.6
FL,Bartow city,23.2
FL,Bascom town,20.2
FL,Bay Harbor Islands town,16
FL,Bay Hill CDP,10.6
FL,Bay Lake city,0
FL,Bayonet Point CDP,19.5
FL,Bay Pines CDP,11.3
FL,Bayport CDP,0
FL,Bayshore Gardens CDP,21.6
FL,Beacon Square CDP,23.4
FL,Bear Creek CDP,18.3
FL,Bee Ridge CDP,9.9
FL,Bell town,19.1
FL,Bellair-Meadowbrook Terrace CDP,12.3
FL,Belleair town,3.4
FL,Belleair Beach city,5
FL,Belleair Bluffs city,11.1
FL,Belleair Shore town,0
FL,Belle Glade city,35.9
FL,Belle Isle city,2.5
FL,Belleview city,23.6
FL,Bellview CDP,9.1
FL,Berrydale CDP,11.2
FL,Beverly Beach town,5.6
FL,Beverly Hills CDP,30.2
FL,Big Coppitt Key CDP,18.9
FL,Big Pine Key CDP,9.1
FL,Biscayne Park village,14.8
FL,Bithlo CDP,18.3
FL,Black Diamond CDP,14.5
FL,Black Hammock CDP,19.7
FL,Bloomingdale CDP,5.6
FL,Blountstown city,26.5
FL,Boca Raton city,10
FL,Bokeelia CDP,17.4
FL,Bonifay city,28.8
FL,Bonita Springs city,18.5
FL,Boulevard Gardens CDP,5.4
FL,Bowling Green city,28.2
FL,Boynton Beach city,16.8
FL,Bradenton city,18.1
FL,Bradenton Beach city,13.1
FL,Bradley Junction CDP,19.8
FL,Brandon CDP,11.4
FL,Branford town,28.2
FL,Brent CDP,21.8
FL,Briny Breezes town,8
FL,Bristol city,21.7
FL,Broadview Park CDP,28.2
FL,Bronson town,20.4
FL,Brooker town,20.5
FL,Brookridge CDP,6.9
FL,Brooksville city,27.3
FL,Brownsdale CDP,10.8
FL,Brownsville CDP,44.1
FL,Buckhead Ridge CDP,19.7
FL,Buckingham CDP,8
FL,Buenaventura Lakes CDP,18.7
FL,Bunnell city,29.1
FL,Burnt Store Marina CDP,5.3
FL,Bushnell city,27.9
FL,Butler Beach CDP,6.4
FL,Cabana Colony CDP,11.2
FL,Callahan town,27.6
FL,Callaway city,18.5
FL,Campbell CDP,16.3
FL,Campbellton town,8.9
FL,Canal Point CDP,19.9
FL,Cape Canaveral city,13.4
FL,Cape Coral city,14.2
FL,Captiva CDP,63.8
FL,Carrabelle city,29.2
FL,Carrollwood CDP,9.6
FL,Caryville town,41
FL,Casselberry city,16
FL,Cedar Grove CDP,19.2
FL,Cedar Key city,12.6
FL,Celebration CDP,7.4
FL,Center Hill city,40.8
FL,Century town,23.8
FL,Charleston Park CDP,33.6
FL,Charlotte Harbor CDP,12.1
FL,Charlotte Park CDP,6.7
FL,Chattahoochee city,53.3
FL,Cheval CDP,10
FL,Chiefland city,42.3
FL,Chipley city,31.2
FL,Chokoloskee CDP,72.5
FL,Christmas CDP,23.2
FL,Chuluota CDP,10.3
FL,Chumuckla CDP,5.5
FL,Cinco Bayou town,20.4
FL,Citrus Hills CDP,4
FL,Citrus Park CDP,9.6
FL,Citrus Springs CDP,13.3
FL,Clarcona CDP,16.5
FL,Clearwater city,16
FL,Clermont city,14.1
FL,Cleveland CDP,23.9
FL,Clewiston city,17.1
FL,Cloud Lake town,2.6
FL,Cobbtown CDP,13.2
FL,Cocoa city,29.3
FL,Cocoa Beach city,7.4
FL,Cocoa West CDP,44
FL,Coconut Creek city,8.8
FL,Coleman city,12.7
FL,Combee Settlement CDP,27.7
FL,Connerton CDP,0
FL,Conway CDP,11.5
FL,Cooper City city,4.7
FL,Coral Gables city,7.6
FL,Coral Springs city,10.3
FL,Coral Terrace CDP,15.7
FL,Cortez CDP,8.5
FL,Cottondale town,40.3
FL,Country Club CDP,19.7
FL,Country Walk CDP,11.9
FL,Crawfordville CDP,15.6
FL,Crescent Beach CDP,11.5
FL,Crescent City city,37
FL,Crestview city,19.1
FL,Crooked Lake Park CDP,18.2
FL,Cross City town,30.5
FL,Crystal Lake CDP,35.3
FL,Crystal River city,26.3
FL,Crystal Springs CDP,25.1
FL,Cudjoe Key CDP,10.9
FL,Cutler Bay town,11.5
FL,Cypress Gardens CDP,9.5
FL,Cypress Lake CDP,11.6
FL,Cypress Quarters CDP,37.4
FL,Dade City city,32.2
FL,Dade City North CDP,21.1
FL,Dania Beach city,24.2
FL,Davenport city,22.6
FL,Davie town,12.6
FL,Day CDP,25.6
FL,Daytona Beach city,31.7
FL,Daytona Beach Shores city,11.5
FL,DeBary city,9.2
FL,Deerfield Beach city,17.7
FL,DeFuniak Springs city,19.9
FL,DeLand city,20.6
FL,DeLand Southwest CDP,42.9
FL,De Leon Springs CDP,23.3
FL,Delray Beach city,17.8
FL,Deltona city,16.4
FL,Desoto Lakes CDP,12.8
FL,Destin city,7.5
FL,Dickerson City CDP,0
FL,Dixonville CDP,4.9
FL,Doctor Phillips CDP,7.1
FL,Doral city,12.4
FL,Dover CDP,46
FL,Duck Key CDP,38.6
FL,Dundee town,28.6
FL,Dunedin city,8
FL,Dunnellon city,29.8
FL,Eagle Lake city,14.8
FL,East Bronson CDP,32.9
FL,East Lake CDP,6.2
FL,East Lake-Orient Park CDP,23.8
FL,East Milton CDP,34.7
FL,East Palatka CDP,20.4
FL,Eastpoint CDP,25.7
FL,East Williston CDP,15.5
FL,Eatonville town,43
FL,Ebro town,30.1
FL,Edgewater city,12.6
FL,Edgewood city,5.9
FL,Eglin AFB CDP,9.1
FL,Egypt Lake-Leto CDP,22.9
FL,Elfers CDP,22.9
FL,Ellenton CDP,17.2
FL,El Portal village,16
FL,Englewood CDP,10.5
FL,Ensley CDP,17
FL,Estero village,6.5
FL,Esto town,32.5
FL,Eustis city,25.3
FL,Everglades city,9.1
FL,Fairview Shores CDP,27.9
FL,Fanning Springs city,26.6
FL,Feather Sound CDP,6.2
FL,Fellsmere city,42
FL,Fernandina Beach city,12.4
FL,Ferndale CDP,8.5
FL,Fern Park CDP,12.1
FL,Ferry Pass CDP,17.8
FL,Fidelis CDP,0
FL,Fisher Island CDP,18.1
FL,Fish Hawk CDP,5.5
FL,Five Points CDP,20.5
FL,Flagler Beach city,5.5
FL,Flagler Estates CDP,21
FL,Fleming Island CDP,5.1
FL,Floral City CDP,13.6
FL,Florida City city,48.7
FL,Florida Ridge CDP,14.6
FL,Floridatown CDP,22.7
FL,Forest City CDP,12.6
FL,Fort Denaud CDP,5.8
FL,Fort Green CDP,14.3
FL,Fort Green Springs CDP,60.3
FL,Fort Lauderdale city,20.7
FL,Fort Meade city,19.7
FL,Fort Myers city,24.2
FL,Fort Myers Beach town,10.5
FL,Fort Myers Shores CDP,11.8
FL,Fort Pierce city,36.6
FL,Fort Pierce North CDP,37.2
FL,Fort Pierce South CDP,25
FL,Fort Walton Beach city,17.5
FL,Fort White town,15.8
FL,Fountainebleau CDP,14
FL,Four Corners CDP,12.8
FL,Franklin Park CDP,42.3
FL,Freeport city,13.3
FL,Frostproof city,21.5
FL,Fruit Cove CDP,5.2
FL,Fruitland Park city,17.3
FL,Fruitville CDP,6
FL,Fuller Heights CDP,4.8
FL,Fussels Corner CDP,16.3
FL,Gainesville city,35.6
FL,Garcon Point CDP,0
FL,Garden Grove CDP,8
FL,Gardner CDP,11.6
FL,Gateway CDP,7.2
FL,Geneva CDP,2.7
FL,Gibsonton CDP,21.7
FL,Gifford CDP,30.7
FL,Gladeview CDP,48.2
FL,Glencoe CDP,19.1
FL,Glen Ridge town,21.1
FL,Glen St. Mary town,15.3
FL,Glenvar Heights CDP,11.6
FL,Golden Beach town,11
FL,Golden Gate CDP,27.6
FL,Golden Glades CDP,23.6
FL,Goldenrod CDP,21.9
FL,Golf village,2.4
FL,Gonzalez CDP,5.5
FL,Goodland CDP,12.7
FL,Gotha CDP,8.4
FL,Goulding CDP,37.6
FL,Goulds CDP,40.7
FL,Graceville city,30.5
FL,Grand Ridge town,13.6
FL,Grant-Valkaria town,6.6
FL,Greenacres city,18.1
FL,Greenbriar CDP,3.2
FL,Green Cove Springs city,15.7
